Trial,Mean_Score,Std_Score
Trial_1,inf,
Trial_2,0.5577398796969697,0.37011228584856304
Trial_3,0.40225970787878795,0.284240966893829
Trial_4,0.29465705454545454,0.1735347439193864
Trial_5,0.26178306636363646,0.15458591369648536
Trial_6,0.24917214515151526,0.14186175101485
Trial_7,0.22366703757575768,0.13671659420062646
Trial_8,0.20207193848484853,0.12657921287540044
Trial_9,0.1813301893939394,0.1147998648312991
Trial_10,0.17050270151515146,0.10782495425768197
Trial_11,0.15887662030303032,0.10348526637147858
Trial_12,0.15358187818181823,0.09927078854308796
Trial_13,0.14888335787878793,0.09672685163653269
Trial_14,0.14397193151515156,0.09553662977641597
Trial_15,0.13874905121212125,0.09328915759522291
Trial_16,0.13428137181818184,0.09354635826071721
Trial_17,0.12691953181818183,0.08985385732825046
Trial_18,0.12196997545454545,0.0883911736561756
Trial_19,0.11469894151515155,0.08313994600406183
Trial_20,0.10649249515151514,0.07905658854815557
Trial_21,0.10380007636363633,0.07821814347430726
Trial_22,0.1017388609090909,0.07713416985257827
Trial_23,0.09960855696969693,0.07624299337789042
Trial_24,0.09435518787878784,0.0711696102629347
Trial_25,0.09039252333333327,0.0699267721483656
Trial_26,0.0872254351515151,0.06935824506875989
Trial_27,0.08355086636363637,0.06399481512580321
Trial_28,0.07486986393939396,0.05468591864199917
Trial_29,0.07459771484848486,0.054318956469092364
Trial_30,0.0729546163636364,0.05376052134725634
Trial_31,0.0724978254545455,0.054044559851857236
Trial_32,0.07200960909090913,0.05376161498636343
Trial_33,0.06831888000000003,0.05273670169133891
Trial_34,0.06281297757575759,0.05095914776680582
Trial_35,0.06112909848484851,0.049630385190703334
Trial_36,0.059618990606060615,0.047801016434034796
Trial_37,0.05714144333333333,0.045533677010049116
Trial_38,0.05685669606060607,0.04547667585771286
Trial_39,0.055099613333333346,0.04369301013995631
Trial_40,0.05435284000000001,0.04397150257590848
Trial_41,0.05336154151515151,0.04377600773303218
Trial_42,0.05272588696969699,0.04342874149829159
Trial_43,0.05265421333333334,0.043274025196838144
Trial_44,0.052382141212121223,0.04325647557992153
Trial_45,0.05101738363636365,0.04117160020251847
Trial_46,0.0507372987878788,0.04113871402796889
Trial_47,0.05024184545454547,0.04144727789536908
Trial_48,0.04958989212121212,0.04171500433828271
Trial_49,0.048221938787878775,0.04211021944283076
Trial_50,0.04748708424242424,0.04156988346296149
Trial_51,0.04748708424242424,0.04156988346296149
Trial_52,0.04699566909090909,0.04180233742318191
Trial_53,0.04411379545454545,0.041198984108889246
Trial_54,0.04036237666666664,0.037270276798057035
Trial_55,0.039709633333333307,0.037214176131610856
Trial_56,0.03916743999999997,0.037458762707333094
Trial_57,0.03916358969696967,0.03745848185577373
Trial_58,0.03874433515151512,0.036958160947977624
Trial_59,0.03527148818181815,0.034650271150447595
Trial_60,0.034792514848484814,0.03479347603627052
Trial_61,0.0321535736363636,0.03297980540932297
Trial_62,0.03155038696969694,0.0326560833812599
Trial_63,0.029739589393939364,0.03115379957932264
Trial_64,0.028668132727272703,0.03031453324238265
Trial_65,0.02791330575757573,0.030450974463082113
Trial_66,0.027130302727272702,0.030620989537710665
Trial_67,0.02679637939393937,0.030642292491320965
Trial_68,0.02527928606060603,0.028975480413341158
Trial_69,0.0248622327272727,0.029036129295213486
Trial_70,0.02455651606060603,0.028988285430684668
Trial_71,0.024381154242424215,0.028659676036334458
Trial_72,0.02327970545454543,0.028328912732026482
Trial_73,0.022737287575757548,0.027433334347145413
Trial_74,0.02272080757575755,0.027429977897372896
Trial_75,0.021748615757575723,0.026401377555229078
