Run,Final_Score,Best_Params,Best_Objs
Run_1,0.02204436363636365,"{'vds': 16.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 16.19932, 'PAE': 13.83665, 'Tj': 71.21244}"
Run_2,0.016410363636363584,"{'vds': 16.0, 'nfing': 6.0, 'wg': 25.0, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 17.6327, 'PAE': 13.863470000000001, 'Tj': 70.90257}"
Run_3,0.0,"{'vds': 16.0, 'nfing': 2.0, 'wg': 25.0, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 12.397089999999999, 'PAE': 13.07456, 'Tj': 69.92251999999999}"
Run_4,0.04958972727272725,"{'vds': 16.0, 'nfing': 6.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 33.0}","{'Pout': 13.86958, 'PAE': 8.98434, 'Tj': 72.51210999999999}"
Run_5,0.07299672727272728,"{'vds': 16.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 17.56437, 'PAE': 13.83191, 'Tj': 74.01482}"
Run_6,0.04487654545454544,"{'vds': 16.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 52.0, 'gsg': 33.0}","{'Pout': 15.457020000000002, 'PAE': 10.96557, 'Tj': 72.46821}"
Run_7,0.03687236363636363,"{'vds': 16.0, 'nfing': 8.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 78.0}","{'Pout': 18.596320000000002, 'PAE': 13.72383, 'Tj': 72.02798}"
Run_8,0.016410363636363584,"{'vds': 16.0, 'nfing': 6.0, 'wg': 25.0, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 17.6327, 'PAE': 13.863470000000001, 'Tj': 70.90257}"
Run_9,0.0,"{'vds': 16.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 52.0, 'gsg': 33.0}","{'Pout': 12.95255, 'PAE': 9.75963, 'Tj': 68.63887}"
Run_10,0.0,"{'vds': 16.0, 'nfing': 2.0, 'wg': 25.0, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 12.397089999999999, 'PAE': 13.07456, 'Tj': 69.92251999999999}"
