Run,Trial_1,Trial_2,Trial_3,Trial_4,Trial_5,Trial_6,Trial_7,Trial_8,Trial_9,Trial_10,Trial_11,Trial_12,Trial_13,Trial_14,Trial_15,Trial_16,Trial_17,Trial_18,Trial_19,Trial_20,Trial_21,Trial_22,Trial_23,Trial_24,Trial_25,Trial_26,Trial_27,Trial_28,Trial_29,Trial_30,Trial_31,Trial_32,Trial_33,Trial_34,Trial_35,Trial_36,Trial_37,Trial_38,Trial_39,Trial_40,Trial_41,Trial_42,Trial_43,Trial_44,Trial_45,Trial_46,Trial_47,Trial_48,Trial_49,Trial_50,Trial_51,Trial_52,Trial_53,Trial_54,Trial_55,Trial_56,Trial_57,Trial_58,Trial_59,Trial_60,Trial_61,Trial_62,Trial_63,Trial_64,Trial_65,Trial_66,Trial_67,Trial_68,Trial_69,Trial_70,Trial_71,Trial_72,Trial_73,Trial_74,Trial_75
Run_1,0.18470792207792205,0.18470792207792205,0.18470792207792205,0.18470792207792205,0.18470792207792205,0.18470792207792205,0.18470792207792205,0.18470792207792205,0.18470792207792205,0.18470792207792205,0.18470792207792205,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.08106345454545451,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365,0.02204436363636365
Run_2,0.9152978181818182,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.03922072727272724,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584
Run_3,inf,inf,inf,0.5749297272727271,0.5749297272727271,0.5749297272727271,0.1944401818181818,0.1944401818181818,0.1944401818181818,0.1944401818181818,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run_4,0.2773821818181817,0.2773821818181817,0.2773821818181817,0.2773821818181817,0.2379272727272727,0.2379272727272727,0.2379272727272727,0.2379272727272727,0.2379272727272727,0.2379272727272727,0.2379272727272727,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725
Run_5,0.4381409090909092,0.4381409090909092,0.4381409090909092,0.4381409090909092,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.14101163636363637,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728,0.07299672727272728
Run_6,inf,0.8782618181818183,0.681304181818182,0.48597690909090907,0.4015638181818182,0.4015638181818182,0.4015638181818182,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.15134763636363624,0.09552709090909094,0.09552709090909094,0.09552709090909094,0.09552709090909094,0.09552709090909094,0.09552709090909094,0.09552709090909094,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544,0.04487654545454544
Run_7,inf,0.49766672727272715,0.49766672727272715,0.32410963636363643,0.23488363636363632,0.23488363636363632,0.23488363636363632,0.14821781818181834,0.14821781818181834,0.14821781818181834,0.14821781818181834,0.14821781818181834,0.14821781818181834,0.14821781818181834,0.14821781818181834,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.09453000000000006,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.038316000000000114,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363,0.03687236363636363
Run_8,0.6598370909090908,0.37868381818181807,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.10939963636363643,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.02178127272727269,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584,0.016410363636363584
Run_9,0.6029867272727273,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.058238545454545425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Run_10,0.6093621818181816,0.6093621818181816,0.2436690909090908,0.2436690909090908,0.2436690909090908,0.2436690909090908,0.2436690909090908,0.2436690909090908,0.2436690909090908,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.04958972727272725,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.035924181818181855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
