,,,,,batchNumber,VGS,fT_plt,fmax_plt,nf_min,gain
,,,,,min,min,min,min,min,min
VDS,Wg,nfing,gdg_val,gsg_val,,,,,,
24,62.5,4,22,78,24448,-1.6,30.42676335,107.2808226,-1.2951111000000002,2.3849916
24,62.5,4,37,33,24449,-1.6,30.68543397,107.1637535,-1.3063553,2.2622821
24,62.5,4,37,48,24450,-1.6,30.54520647,107.21669070000002,-1.3008178999999995,2.1879984
24,62.5,4,37,63,24451,-1.6,30.43281354,107.2451989,-1.2966601,2.1172612
24,62.5,4,37,78,24452,-1.6,30.33793596,107.2615685,-1.2933097,2.0488085
24,62.5,4,52,33,24453,-1.6,30.60976395,107.1162297,-1.3030364,1.9429578
24,62.5,4,52,48,24454,-1.6,30.46213863,107.1796786,-1.2967886,1.8568849
24,62.5,4,52,63,24455,-1.6,30.34391807,107.2160903,-1.2920648,1.7769069
24,62.5,4,52,78,24456,-1.6,30.24426158,107.2388179,-1.288239,1.7008441000000003
24,62.5,6,22,33,24613,-1.6,31.53401565,107.2225537,-1.3089763,1.3193722
24,62.5,6,22,48,24614,-1.6,31.42249245,107.25885320000002,-1.3041032,1.2403648
24,62.5,6,22,63,24615,-1.6,31.33529731,107.2748987,-1.3004896,1.1615381
24,62.5,6,22,78,24616,-1.6,31.26370834,107.2812697,-1.2976071000000002,1.0828765
24,62.5,6,37,33,24617,-1.6,31.46248796,107.1642064,-1.309273,0.9614191
24,62.5,6,37,48,24618,-1.6,31.34511816,107.2171406,-1.3040307,0.8729643
24,62.5,6,37,63,24619,-1.6,31.25377828,107.2456465,-1.300132,0.7872451
24,62.5,6,37,78,24620,-1.6,31.17842897,107.2620142,-1.2970169,0.7033364000000001
24,62.5,6,52,33,24621,-1.6,31.38903598,107.1166891,-1.3068921999999998,0.5991635000000001
24,62.5,6,52,48,24622,-1.6,31.2651979,107.1801331,-1.3011382,0.5008130999999999
24,62.5,6,52,63,24623,-1.6,31.16873985,107.2165415,-1.2968469,0.4079756
24,62.5,6,52,78,24624,-1.6,31.08939395,107.2392665,-1.2934129,0.3187223
24,62.5,8,22,33,24781,-1.6,31.45322395,107.2224784,-1.3100223999999998,-0.1974927
24,62.5,8,22,48,24782,-1.6,31.35741152,107.25878,-1.3051971000000002,-0.29017220000000005
24,62.5,8,22,63,24783,-1.6,31.28471601,107.2748265,-1.3016286,-0.3829994
24,62.5,8,22,78,24784,-1.6,31.22619597,107.281198,-1.2987889,-0.4757497000000001
24,62.5,8,37,33,24785,-1.6,31.38397808,107.1641281,-1.3104936000000005,-0.5936223
24,62.5,8,37,48,24786,-1.6,31.28331682,107.2170637,-1.305362,-0.6941696999999999
24,62.5,8,37,63,24787,-1.6,31.20667104,107.2455707,-1.3015663999999998,-0.7921716999999999
24,62.5,8,37,78,24788,-1.6,31.14504234,107.2619392,-1.2985486000000002,-0.8883713
24,62.5,8,52,33,24789,-1.6,31.31366861,107.1166116,-1.3083225,-0.9899559
24,62.5,8,52,48,24790,-1.6,31.2070965,107.1800562,-1.3027558,-1.0987453
24,62.5,8,52,63,24791,-1.6,31.12615793,107.2164652,-1.2986378,-1.2021052
24,62.5,8,52,78,24792,-1.6,31.06098996,107.2391907,-1.2953668,-1.3018309
24,75.0,2,22,33,24301,-1.6,30.59280347,105.2758905,-1.3293602,3.3636523
24,75.0,2,22,48,24302,-1.6,30.47434018,105.3428879,-1.3242499,3.3564781000000004
24,75.0,2,22,63,24303,-1.6,30.37778162,105.3814043,-1.3204375,3.3496958
24,75.0,2,22,78,24304,-1.6,30.2951429,105.4055092,-1.3173796,3.3433678
24,75.0,2,37,33,24305,-1.6,30.52649055,105.1850513,-1.3294392,3.0871668
24,75.0,2,37,48,24306,-1.6,30.40223319,105.2682628,-1.3238143999999998,3.0735353
24,75.0,2,37,63,24307,-1.6,30.30107177,105.3189988,-1.3195814,3.0615797
24,75.0,2,37,78,24308,-1.6,30.21460982,105.3529485,-1.316163,3.0508771
24,75.0,2,52,33,24309,-1.6,30.459513399999995,105.1165307,-1.326719,2.7906208
24,75.0,2,52,48,24310,-1.6,30.32846246,105.209907,-1.3204043,2.7696658
24,75.0,2,52,63,24311,-1.6,30.22189423,105.268338,-1.3156133,2.7518426
24,75.0,2,52,78,24312,-1.6,30.13099478,105.3085075,-1.3117198,2.73618
24,75.0,4,22,33,24469,-1.6,31.15352203,105.2780275,-1.3332726,2.1109927
24,75.0,4,22,48,24470,-1.6,31.04875438,105.3450505,-1.3282292,2.0552592
24,75.0,4,22,63,24471,-1.6,30.96460923,105.3835863,-1.3244786,1.999581
24,75.0,4,22,78,24472,-1.6,30.89347079,105.4077057,-1.3214785,1.9440188000000005
24,75.0,4,37,33,24473,-1.6,31.08879296,105.1871883,-1.3338479,1.8106095
24,75.0,4,37,48,24474,-1.6,30.97869304,105.2703918,-1.3283949,1.7454146
24,75.0,4,37,63,24475,-1.6,30.89037858,105.3211242,-1.3243154,1.6823175
24,75.0,4,37,78,24476,-1.6,30.8158345,105.355072,-1.3210379,1.6206445
24,75.0,4,52,33,24477,-1.6,31.02386353,105.11870259999998,-1.3317215,1.5035973
24,75.0,4,52,48,24478,-1.6,30.90755232,105.2120606,-1.3257054,1.4282903999999998
24,75.0,4,52,63,24479,-1.6,30.81440735,105.2704799,-1.3211786,1.3573555
24,75.0,4,52,78,24480,-1.6,30.73584407,105.3106412,-1.3175263000000002,1.2892939
24,75.0,6,22,33,24637,-1.6,32.08817206,105.2782463,-1.3356852,0.5960873999999999
24,75.0,6,22,48,24638,-1.6,32.00645094,105.3452721,-1.3307715,0.5320020999999999
24,75.0,6,22,63,24639,-1.6,31.94351474,105.3838086,-1.3271358,0.4666168
24,75.0,6,22,78,24640,-1.6,31.89218197,105.4079275,-1.3242406999999998,0.4005208
24,75.0,6,37,33,24641,-1.6,32.02520234,105.18740259999998,-1.3370425,0.2686309
24,75.0,6,37,48,24642,-1.6,31.9390187,105.2706068,-1.3318848,0.1971082
24,75.0,6,37,63,24643,-1.6,31.872606,105.3213396,-1.3280651,0.1264275
24,75.0,6,37,78,24644,-1.6,31.8185045,105.3552875,-1.3250234,0.0564028
24,75.0,6,52,33,24645,-1.6,31.96264652,105.1189216,-1.3358656999999998,-0.0601649
24,75.0,6,52,48,24646,-1.6,31.87128096,105.2122781,-1.3303462,-0.13960129999999998
24,75.0,6,52,63,24647,-1.6,31.80084458,105.2706965,-1.3262548,-0.2158603
24,75.0,6,52,78,24648,-1.6,31.74352434,105.3108572,-1.322997,-0.2899817
24,75.0,8,22,33,24805,-1.6,31.97565678,105.2780228,-1.3368918,-1.0810495
24,75.0,8,22,48,24806,-1.6,31.9103418,105.345053,-1.3320258,-1.1531065
24,75.0,8,22,63,24807,-1.6,31.86219688,105.3835921,-1.3284353000000002,-1.2270622
24,75.0,8,22,78,24808,-1.6,31.82461032,105.4077128,-1.3255833,-1.3020258999999998
24,75.0,8,37,33,24809,-1.6,31.91532615,105.18717340000002,-1.3384274,-1.4348323
24,75.0,8,37,48,24810,-1.6,31.8461646,105.2703813,-1.3333816,-1.5129655
24,75.0,8,37,63,24811,-1.6,31.79509217,105.3211168,-1.3296661,-1.5907833999999998
24,75.0,8,37,78,24812,-1.6,31.75529156,105.3550667,-1.326723,-1.6682041
24,75.0,8,52,33,24813,-1.6,31.85594296,105.118692,-1.3374648999999998,-1.7869593999999998
24,75.0,8,52,48,24814,-1.6,31.78226002,105.2120511,-1.3321355,-1.8715849
24,75.0,8,52,63,24815,-1.6,31.72808591,105.2704717,-1.3282201,-1.9535058
24,75.0,8,52,78,24816,-1.6,31.68546386,105.3106341,-1.3251283,-2.0335207
24,87.5,2,22,33,24325,-1.6,30.84568965,103.2144546,-1.359989,3.2469695
24,87.5,2,22,48,24326,-1.6,30.74852583,103.3146018,-1.3547823,3.2439437
24,87.5,2,22,63,24327,-1.6,30.66900013,103.3774614,-1.3509042,3.2405311
24,87.5,2,22,78,24328,-1.6,30.60071084,103.4208194,-1.3477977,3.2370842
24,87.5,2,37,33,24329,-1.6,30.78590079,103.0887767,-1.360877,2.9624193
24,87.5,2,37,48,24330,-1.6,30.68367359,103.2045223,-1.3552438,2.9532547
24,87.5,2,37,63,24331,-1.6,30.60017154,103.2792314,-1.3510159,2.9449239
24,87.5,2,37,78,24332,-1.6,30.52855402,103.3321899,-1.3476089,2.9373179
24,87.5,2,52,33,24333,-1.6,30.72696282,102.9978487,-1.3590383,2.6618841
24,87.5,2,52,48,24334,-1.6,30.61884535,103.1232944,-1.3528192,2.6458161
24,87.5,2,52,63,24335,-1.6,30.53069268,103.2054045,-1.3481166,2.6319529
24,87.5,2,52,78,24336,-1.6,30.45524522,103.2643815,-1.3443053,2.6196693
24,87.5,4,22,33,24493,-1.6,31.49785071,103.2161668,-1.3644765,1.6181066000000002
24,87.5,4,22,48,24494,-1.6,31.41465992,103.3163532,-1.3593353,1.5693257
24,87.5,4,22,63,24495,-1.6,31.34786773,103.3792422,-1.3555181,1.5196037
24,87.5,4,22,78,24496,-1.6,31.29148666,103.4226225,-1.3524689,1.4694136999999998
24,87.5,4,37,33,24497,-1.6,31.43961037,103.0904787,-1.3658751,1.3293097
24,87.5,4,37,48,24498,-1.6,31.35192003,103.2062245,-1.3604146,1.2724202
24,87.5,4,37,63,24499,-1.6,31.28143011,103.2809362,-1.3563415,1.2164181
24,87.5,4,37,78,24500,-1.6,31.22228394,103.333898,-1.3530768,1.1611132
24,87.5,4,52,33,24501,-1.6,31.38277373,102.9995903,-1.3646463,1.0367386
24,87.5,4,52,48,24502,-1.6,31.2898164,103.1250186,-1.3587299,0.9711247
24,87.5,4,52,63,24503,-1.6,31.21541752,103.207122,-1.354296,0.908427
24,87.5,4,52,78,24504,-1.6,31.15269961,103.2660948,-1.35073,0.847715
24,87.5,6,22,33,24661,-1.6,32.598271600000004,103.2162142,-1.3671774,-0.1156174
24,87.5,6,22,48,24662,-1.6,32.53889873,103.3164067,-1.3621652,-0.1661648
24,87.5,6,22,63,24663,-1.6,32.49408958,103.3792985,-1.3584627,-0.21924570000000004
24,87.5,6,22,78,24664,-1.6,32.45820222,103.4226799,-1.3555182,-0.2737892
24,87.5,6,37,33,24665,-1.6,32.5419353,103.0905177,-1.3693688,-0.4131654000000001
24,87.5,6,37,48,24666,-1.6,32.47896464,103.2062671,-1.3642048999999998,-0.4696639
24,87.5,6,37,63,24667,-1.6,32.4314352,103.2809814,-1.3603927,-0.5268879
24,87.5,6,37,78,24668,-1.6,32.39326908,103.3339449,-1.3573652,-0.5844296999999999
24,87.5,6,52,33,24669,-1.6,32.48756464,102.9996329,-1.3691036,-0.7100904
24,87.5,6,52,48,24670,-1.6,32.42037258,103.1250621,-1.3636877,-0.7729811
24,87.5,6,52,63,24671,-1.6,32.36947013,103.2071666,-1.3596927,-0.8346239
24,87.5,6,52,78,24672,-1.6,32.32895482,103.2661403,-1.3565247,-0.8953386000000001
24,87.5,8,22,33,24829,-1.6,32.45231389,103.2158774,-1.3685558,-1.9146051
24,87.5,8,22,48,24830,-1.6,32.4098718,103.3160762,-1.3635913999999998,-1.9688601000000003
24,87.5,8,22,63,24831,-1.6,32.38008575,103.3789719,-1.3599343000000002,-2.0264446
24,87.5,8,22,78,24832,-1.6,32.35831181,103.422356,-1.3570333,-2.0859457
24,87.5,8,37,33,24833,-1.6,32.39863882,103.0901732,-1.37093,-2.2304422
24,87.5,8,37,48,24834,-1.6,32.35310912,103.2059279,-1.3658794,-2.2894923
24,87.5,8,37,63,24835,-1.6,32.32123207,103.2806462,-1.3621732,-2.3500261
24,87.5,8,37,78,24836,-1.6,32.29776741,103.3336127,-1.3592457,-2.4113129
24,87.5,8,52,33,24837,-1.6,32.34749322,102.999286,-1.3708844,-2.5434441000000003
24,87.5,8,52,48,24838,-1.6,32.29859453,103.1247205,-1.3656619,-2.6076643
24,87.5,8,52,63,24839,-1.6,32.26428046,103.2068282,-1.3618464,-2.671368
24,87.5,8,52,78,24840,-1.6,32.23898489,103.2658046,-1.3588476,-2.734567
24,100.0,2,22,33,24349,-1.6,31.06821138,101.0839031,-1.3957083,3.074126
24,100.0,2,22,48,24350,-1.6,30.98749778,101.2188064,-1.3903567,3.074643
24,100.0,2,22,63,24351,-1.6,30.92120442,101.3072887,-1.3863758,3.0741044
24,100.0,2,22,78,24352,-1.6,30.864104600000005,101.3709681,-1.3831902,3.0731121
24,100.0,2,37,33,24353,-1.6,31.01348404,100.9215898,-1.3972743,2.7844887000000003
24,100.0,2,37,48,24354,-1.6,30.92836055,101.071622,-1.3915633,2.7792086
24,100.0,2,37,63,24355,-1.6,30.85850804,101.1714473,-1.3872865,2.7740263
24,100.0,2,37,78,24356,-1.6,30.798563800000004,101.2443811,-1.3838461000000002,2.7691078
24,100.0,2,52,33,24357,-1.6,30.96081657,100.8069505,-1.3961397,2.4824647
24,100.0,2,52,48,24358,-1.6,30.87058147,100.9664081,-1.3899212,2.4707127
24,100.0,2,52,63,24359,-1.6,30.79670645,101.0733947,-1.3852329,2.4603439
24,100.0,2,52,78,24360,-1.6,30.73336525,101.15207420000002,-1.3814416,2.4510399
24,100.0,4,22,33,24517,-1.6,31.81402329,101.0853,-1.400815,1.1137447
24,100.0,4,22,48,24518,-1.6,31.74760848,101.2202549,-1.3955274,1.0715503999999998
24,100.0,4,22,63,24519,-1.6,31.69425994,101.308776,-1.3916067,1.0275668
24,100.0,4,22,78,24520,-1.6,31.64936318,101.3724848,-1.3884781000000002,0.9826105
24,100.0,4,37,33,24521,-1.6,31.76087219,100.9229738,-1.4029078,0.8382850000000001
24,100.0,4,37,48,24522,-1.6,31.69062967,101.073007,-1.3973708,0.789093
24,100.0,4,37,63,24523,-1.6,31.63435344,101.1728404,-1.3932506000000002,0.7397491
24,100.0,4,37,78,24524,-1.6,31.58687773,101.2457818,-1.3899545,0.6904714
24,100.0,4,52,33,24525,-1.6,31.71034791,100.8083683,-1.4024014,0.5611991999999999
24,100.0,4,52,48,24526,-1.6,31.63566766,100.9678194,-1.3964907,0.5044379
24,100.0,4,52,63,24527,-1.6,31.57581598,101.0747972,-1.3920761,0.4493362
24,100.0,4,52,78,24528,-1.6,31.52554572,101.1534759,-1.3885351,0.3954476
24,100.0,6,22,33,24685,-1.6,33.08735234,101.085214,-1.4038273,-0.802715
24,100.0,6,22,48,24686,-1.6,33.04580195,101.2201779,-1.3986686000000002,-0.8410233
24,100.0,6,22,63,24687,-1.6,33.01477665,101.3087035,-1.3948625,-0.8829107
24,100.0,6,22,78,24688,-1.6,32.99112589999999,101.3724148,-1.3918388000000002,-0.9269117
24,100.0,6,37,33,24689,-1.6,33.03638662,100.9228759,-1.4067265,-1.0720486
24,100.0,6,37,48,24690,-1.6,32.99129723,101.0729155,-1.4014881,-1.1151642
24,100.0,6,37,63,24691,-1.6,32.95844579,101.1727532,-1.3976307,-1.1603253
24,100.0,6,37,78,24692,-1.6,32.93278158,101.2456977,-1.3945735,-1.2066344999999998
24,100.0,6,52,33,24693,-1.6,32.98823185,100.8082732,-1.4072003999999998,-1.3393684
24,100.0,6,52,48,24694,-1.6,32.9400429,100.9677272,-1.4017953,-1.3876628999999998
24,100.0,6,52,63,24695,-1.6,32.90454197,101.0747079,-1.3978242,-1.43633
24,100.0,6,52,78,24696,-1.6,32.87714133,101.1533888,-1.3946856,-1.4850937
24,100.0,8,22,33,24853,-1.6,32.90599328,101.0847854,-1.4053906,-2.6955432
24,100.0,8,22,48,24854,-1.6,32.88116384,101.219757,-1.4002799,-2.7343618
24,100.0,8,22,63,24855,-1.6,32.86600511,101.3082875,-1.3965197,-2.7776966
24,100.0,8,22,78,24856,-1.6,32.85656588,101.3720022,-1.3935399,-2.8237128
24,100.0,8,37,33,24857,-1.6,32.85750434,100.922436,-1.4084778,-2.9777951000000003
24,100.0,8,37,48,24858,-1.6,32.83049136,101.0724842,-1.4033547,-3.0204327
24,100.0,8,37,63,24859,-1.6,32.81367287,101.1723268,-1.3996052,-3.0660324
24,100.0,8,37,78,24860,-1.6,32.80322136,101.245275,-1.3966501,-3.113339
24,100.0,8,52,33,24861,-1.6,32.81292261,100.8078316,-1.4091774,-3.256359
24,100.0,8,52,48,24862,-1.6,32.78298911,100.9672908,-1.4039699,-3.3031106
24,100.0,8,52,63,24863,-1.6,32.76483242,101.0742776,-1.4001822,-3.3511391
24,100.0,8,52,78,24864,-1.6,32.75314956,101.1529618,-1.3972168,-3.3998184
26,25.0,2,22,33,30253,-1.6,28.13642021,110.7653479,-1.2560868,1.5593606000000002
26,25.0,2,22,48,30254,-1.6,27.77735391,110.69060079999998,-1.250055,1.5316404
26,25.0,2,22,63,30255,-1.6,27.49158005,110.6260331,-1.2454914,1.5077764
26,25.0,2,22,78,30256,-1.6,27.251521,110.5691734,-1.2417902,1.4865872
26,25.0,2,37,33,30257,-1.6,27.99828373,110.8261953,-1.2470438,1.3752658000000002
26,25.0,2,37,48,30258,-1.6,27.62712048,110.768635,-1.2393191,1.3426508999999998
26,25.0,2,37,63,30259,-1.6,27.33217499,110.7167096,-1.2333889999999998,1.3148729
26,25.0,2,37,78,30260,-1.6,27.08470627,110.6698629,-1.2285265,1.2903793
26,25.0,2,52,33,30261,-1.6,27.84472808,110.856228,-1.2334058,1.1528165
26,25.0,2,52,48,30262,-1.6,27.45933257,110.8097354,-1.2236133,1.1141989
26,25.0,2,52,63,30263,-1.6,27.15365079,110.7659729,-1.2160263,1.081616
26,25.0,2,52,78,30264,-1.6,26.89754627,110.7256041,-1.2097636,1.0530649
26,25.0,4,22,33,30421,-1.6,28.34052092,110.77428590000002,-1.2580017,2.9901089
26,25.0,4,22,48,30422,-1.6,27.99207012,110.6994679,-1.2520438,2.8972929
26,25.0,4,22,63,30423,-1.6,27.7156506,110.6348499,-1.2475464,2.8121295
26,25.0,4,22,78,30424,-1.6,27.48408011,110.5779511,-1.2439061000000002,2.731464
26,25.0,4,37,33,30425,-1.6,28.20375089,110.8352194,-1.2494103,2.7053747
26,25.0,4,37,48,30426,-1.6,27.84341472,110.777576,-1.2418557,2.5949962
26,25.0,4,37,63,30427,-1.6,27.55801729,110.7255915,-1.2360759,2.4950659
26,25.0,4,37,78,30428,-1.6,27.319207,110.6786994,-1.2313503,2.4014658
26,25.0,4,52,33,30429,-1.6,28.05170396,110.8653207,-1.2363065,2.3899771
26,25.0,4,52,48,30430,-1.6,27.6775459,110.8187408,-1.2267963,2.2612804
26,25.0,4,52,63,30431,-1.6,27.38163667,110.77491609999998,-1.2194569,2.1463038
26,25.0,4,52,78,30432,-1.6,27.13434784,110.7344991,-1.2134181999999998,2.0397853
26,25.0,6,22,33,30589,-1.6,28.65634064,110.7768975,-1.2594326999999998,3.0185657000000004
26,25.0,6,22,48,30590,-1.6,28.32555489,110.7020534,-1.25361,2.8830547
26,25.0,6,22,63,30591,-1.6,28.06463112,110.6374163,-1.2492317,2.7553608
26,25.0,6,22,78,30592,-1.6,27.84716126,110.5805024,-1.2456997,2.6319316
26,25.0,6,37,33,30593,-1.6,28.52100801,110.837859,-1.2515915000000002,2.6038811
26,25.0,6,37,48,30594,-1.6,28.17834305,110.7801883,-1.2443322,2.4463414
26,25.0,6,37,63,30595,-1.6,27.90869506,110.7281842,-1.2388111000000002,2.3009567000000004
26,25.0,6,37,78,30596,-1.6,27.68428249,110.6812768,-1.2343197,2.1627767
26,25.0,6,52,33,30597,-1.6,28.37043919,110.8679813,-1.2393814,2.1594053
26,25.0,6,52,48,30598,-1.6,28.01422604,110.8213731,-1.2303532,1.9803987
26,25.0,6,52,63,30599,-1.6,27.73440742,110.7775282,-1.2234338,1.8182983
26,25.0,6,52,78,30600,-1.6,27.50174406,110.7370955,-1.2177743,1.6665544999999995
26,25.0,8,22,33,30757,-1.6,28.65979228,110.77802549999998,-1.2600595,2.4441232000000004
26,25.0,8,22,48,30758,-1.6,28.34142315,110.7031692,-1.2542871000000002,2.2649607000000005
26,25.0,8,22,63,30759,-1.6,28.09165604,110.6385233,-1.2499557,2.0944558
26,25.0,8,22,78,30760,-1.6,27.88439511,110.5816025,-1.246468,1.9288021
26,25.0,8,37,33,30761,-1.6,28.52592149,110.8389997,-1.2523928,1.9181583
26,25.0,8,37,48,30762,-1.6,28.19650782,110.7813165,-1.2452457,1.716621
26,25.0,8,37,63,30763,-1.6,27.9381753,110.7293035,-1.2398279,1.5292301
26,25.0,8,37,78,30764,-1.6,27.72416796,110.68238909999998,-1.2354333,1.3504478000000002
26,25.0,8,52,33,30765,-1.6,28.37756003,110.8691317,-1.2403901000000002,1.3689167
26,25.0,8,52,48,30766,-1.6,28.03485838,110.8225105,-1.2315466,1.1468009
26,25.0,8,52,63,30767,-1.6,27.7667456,110.7786563,-1.2247965,0.9444977
26,25.0,8,52,78,30768,-1.6,27.54475607,110.7382165,-1.2192951,0.7545696999999999
26,37.5,2,22,33,30277,-1.6,29.16942696,109.6879149,-1.2717183,2.7897526000000004
26,37.5,2,22,48,30278,-1.6,28.92230502,109.629051,-1.2661347,2.767043
26,37.5,2,22,63,30279,-1.6,28.72364823,109.5759824,-1.2619373,2.7474413
26,37.5,2,22,78,30280,-1.6,28.55549047,109.528126,-1.2585503,2.7300267000000003
26,37.5,2,37,33,30281,-1.6,29.06325008,109.7313954,-1.2672416000000002,2.5674883
26,37.5,2,37,48,30282,-1.6,28.80638057,109.6896702,-1.2605488,2.5383808
26,37.5,2,37,63,30283,-1.6,28.60020453,109.64923290000002,-1.2554528,2.5136633
26,37.5,2,37,78,30284,-1.6,28.42582138,109.6113944,-1.2512998,2.4919302000000005
26,37.5,2,52,33,30285,-1.6,28.94847385,109.7500935,-1.259031,2.3106065
26,37.5,2,52,48,30286,-1.6,28.68013064,109.71938020000002,-1.2509438,2.2739402
26,37.5,2,52,63,30287,-1.6,28.46507621,109.6870823,-1.2447258,2.2431783
26,37.5,2,52,78,30288,-1.6,28.28342332,109.6557125,-1.2396216,2.216344
26,37.5,4,22,33,30445,-1.6,29.45564437,109.69353970000002,-1.2741381,3.2318046
26,37.5,4,22,48,30446,-1.6,29.22043761,109.6346432,-1.2686263,3.1521587
26,37.5,4,22,63,30447,-1.6,29.03246912,109.5815519,-1.2644939,3.0770397000000003
26,37.5,4,22,78,30448,-1.6,28.87410987,109.5336777,-1.2611669,3.0045921
26,37.5,4,37,33,30449,-1.6,29.35090002,109.7370694,-1.2701245,2.9244775
26,37.5,4,37,48,30450,-1.6,29.10646373,109.6952942,-1.2636028,2.8293139
26,37.5,4,37,63,30451,-1.6,28.91109355,109.6548222,-1.2586583999999998,2.7414219
26,37.5,4,37,78,30452,-1.6,28.7468034,109.6169572,-1.254644,2.6579903
26,37.5,4,52,33,30453,-1.6,29.23792305,109.7558174,-1.2624662,2.5947571
26,37.5,4,52,48,30454,-1.6,28.98228153,109.7250487,-1.2546678,2.4833943
26,37.5,4,52,63,30455,-1.6,28.77854236,109.6927116,-1.2487041,2.3824337000000004
26,37.5,4,52,78,30456,-1.6,28.60725653,109.6613118,-1.2438309,2.2879571
26,37.5,6,22,33,30613,-1.6,29.91124372,109.6950275,-1.2758121,2.7421479
26,37.5,6,22,48,30614,-1.6,29.69574082,109.63611709999998,-1.2704339,2.6287039
26,37.5,6,22,63,30615,-1.6,29.52560973,109.5830152,-1.2664195,2.5192844
26,37.5,6,22,78,30616,-1.6,29.38371434,109.5351324,-1.2632,2.4121188
26,37.5,6,37,33,30617,-1.6,29.80798133,109.7385716,-1.272557,2.3288717
26,37.5,6,37,48,30618,-1.6,29.58355643,109.6967812,-1.2663318,2.1988945
26,37.5,6,37,63,30619,-1.6,29.40662308,109.6562983,-1.2616477,2.0766623
26,37.5,6,37,78,30620,-1.6,29.25914201,109.6184248,-1.2578694,1.9591553
26,37.5,6,52,33,30621,-1.6,29.69673074,109.757333,-1.2658119,1.8987845
26,37.5,6,52,48,30622,-1.6,29.46193501,109.7265478,-1.2585038,1.7523620999999998
26,37.5,6,52,63,30623,-1.6,29.27697558,109.6941991,-1.252969,1.6177062
26,37.5,6,52,78,30624,-1.6,29.12298944,109.6627902,-1.2484839,1.490402
26,37.5,8,22,33,30781,-1.6,29.89044481,109.695554,-1.2765851,1.7646109
26,37.5,8,22,48,30782,-1.6,29.68930596,109.6366384,-1.2712569,1.6188393
26,37.5,8,22,63,30783,-1.6,29.53181882,109.5835324,-1.2672892,1.4775387
26,37.5,8,22,78,30784,-1.6,29.40156722,109.5356463,-1.2641139,1.3389487
26,37.5,8,37,33,30785,-1.6,29.78912175,109.7391034,-1.2735082,1.2686885
26,37.5,8,37,48,30786,-1.6,29.57965657,109.6973073,-1.2673962,1.1078319
26,37.5,8,37,63,30787,-1.6,29.4157923,109.6568203,-1.2628167,0.9557439
26,37.5,8,37,78,30788,-1.6,29.28032324,109.6189435,-1.2591368,0.8092220999999999
26,37.5,8,52,33,30789,-1.6,29.68070515,109.7578699,-1.2669765,0.7631679
26,37.5,8,52,48,30790,-1.6,29.46116189,109.7270784,-1.2598573,0.5877774
26,37.5,8,52,63,30791,-1.6,29.28969403,109.6947253,-1.2544962,0.4256224
26,37.5,8,52,78,30792,-1.6,29.14814517,109.663313,-1.2501739,0.2719406
26,50.0,2,22,33,30301,-1.6,29.75082529,108.2851388,-1.2898503,3.2667589
26,50.0,2,22,48,30302,-1.6,29.56689935,108.2474508,-1.2844303,3.2504702
26,50.0,2,22,63,30303,-1.6,29.41797155,108.2097366,-1.2803719,3.2361493
26,50.0,2,22,78,30304,-1.6,29.29131684,108.1739146,-1.2771071000000005,3.2232936000000003
26,50.0,2,37,33,30305,-1.6,29.66307234,108.3057419,-1.2877288999999998,3.0201799
26,50.0,2,37,48,30306,-1.6,29.47107287,108.2851137,-1.2814979,2.9971518
26,50.0,2,37,63,30307,-1.6,29.31595492,108.2600108,-1.2767803,2.9774388
26,50.0,2,37,78,30308,-1.6,29.18419201,108.2342123,-1.2729524,2.9600285
26,50.0,2,52,33,30309,-1.6,29.57082572,108.3095268,-1.2823062,2.7438481
26,50.0,2,52,48,30310,-1.6,29.36938713,108.2998236,-1.2750311,2.7130099
26,50.0,2,52,63,30311,-1.6,29.20697087,108.2828218,-1.2694714,2.6870481
26,50.0,2,52,78,30312,-1.6,29.06908175,108.2634762,-1.2649283000000002,2.6643614
26,50.0,4,22,33,30469,-1.6,30.11957817,108.28911409999998,-1.292775,3.0452237
26,50.0,4,22,48,30470,-1.6,29.94835697,108.2514176,-1.2874248,2.9751129
26,50.0,4,22,63,30471,-1.6,29.81092855,108.2136981,-1.2834299999999998,2.9073975
26,50.0,4,22,78,30472,-1.6,29.69493102,108.1778717,-1.2802243,2.8411289
26,50.0,4,37,33,30473,-1.6,30.03338622,108.3097449,-1.2911271999999998,2.7306983
26,50.0,4,37,48,30474,-1.6,29.85447621,108.2890855,-1.2850672,2.6473145
26,50.0,4,37,63,30475,-1.6,29.71120329,108.2639618,-1.2805018,2.5688628
26,50.0,4,37,78,30476,-1.6,29.59027697,108.2381477,-1.2768133,2.4935023
26,50.0,4,52,33,30477,-1.6,29.94300149,108.3135713,-1.2862704,2.4005919
26,50.0,4,52,48,30478,-1.6,29.75522799,108.3038298,-1.2792877,2.3032931
26,50.0,4,52,63,30479,-1.6,29.60503744,108.2868015,-1.2739863,2.2137791
26,50.0,4,52,78,30480,-1.6,29.47838847,108.26743590000002,-1.2696784,2.1291922000000003
26,50.0,6,22,33,30637,-1.6,30.7176144,108.2900206,-1.2946963,2.1664199
26,50.0,6,22,48,30638,-1.6,30.56755358,108.2523175,-1.2894781000000002,2.0705611
26,50.0,6,22,63,30639,-1.6,30.44942232,108.21459240000002,-1.2856001,1.97631
26,50.0,6,22,78,30640,-1.6,30.35111429,108.1787611,-1.2825008999999998,1.8830157
