Run,Final_Score,Best_Params,Best_Objs
Run_87,0.0,"{'vds': 16.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 37.0, 'gsg': 33.0}","{'fmax': 112.5119498, 'Gain': 2.4995395, 'NF_min': 1.2155795}"
Run_88,0.0,"{'vds': 18.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 37.0, 'gsg': 48.0}","{'fmax': 112.51495829999999, 'Gain': 2.4251015, 'NF_min': 1.2185}"
Run_89,0.0,"{'vds': 18.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 37.0, 'gsg': 48.0}","{'fmax': 112.51495829999999, 'Gain': 2.4251015, 'NF_min': 1.2185}"
Run_90,0.0,"{'vds': 22.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 37.0, 'gsg': 78.0}","{'fmax': 112.64662279999999, 'Gain': 2.3530377000000002, 'NF_min': 1.2176746}"
Run_91,0.009262264150943495,"{'vds': 18.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 37.0, 'gsg': 33.0}","{'fmax': 112.35245649999999, 'Gain': 2.544016, 'NF_min': 1.224909}"
Run_92,0.0,"{'vds': 22.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 37.0, 'gsg': 78.0}","{'fmax': 112.64662279999999, 'Gain': 2.3530377000000002, 'NF_min': 1.2176746}"
Run_93,0.004842075471698153,"{'vds': 16.0, 'nfing': 6.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 112.986799, 'Gain': 2.453375, 'NF_min': 1.2225663}"
Run_94,0.003910188679245025,"{'vds': 22.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 37.0, 'gsg': 63.0}","{'fmax': 112.64290249999999, 'Gain': 2.449551, 'NF_min': 1.2220723999999998}"
Run_95,0.0,"{'vds': 16.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 63.0}","{'fmax': 113.13791090000002, 'Gain': 2.5913015, 'NF_min': 1.2177373}"
Run_96,0.002129811320754794,"{'vds': 16.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 112.98516609999999, 'Gain': 2.6846943, 'NF_min': 1.2211288}"
Run_97,0.02596007272727209,"{'vds': 16.0, 'nfing': 2.0, 'wg': 37.5, 'gdg': 37.0, 'gsg': 78.0}","{'fmax': 111.43349840000002, 'Gain': 2.3833808999999997, 'NF_min': 1.2201113000000001}"
Run_98,0.020463396226415322,"{'vds': 22.0, 'nfing': 4.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 78.0}","{'fmax': 112.64057679999999, 'Gain': 2.6863718999999997, 'NF_min': 1.2308456}"
Run_99,0.004842075471698153,"{'vds': 16.0, 'nfing': 6.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 112.986799, 'Gain': 2.453375, 'NF_min': 1.2225663}"
Run_100,0.01488962264150974,"{'vds': 18.0, 'nfing': 6.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 63.0}","{'fmax': 112.77521940000001, 'Gain': 2.4178672000000003, 'NF_min': 1.2278915000000001}"
