Trial,Mean_Score,Std_Score
Trial_1,inf,
Trial_2,inf,
Trial_3,0.32977927896569476,0.23727189117734998
Trial_4,0.2664773602226987,0.21052635550279744
Trial_5,0.23754471671650457,0.18991622455276416
Trial_6,0.18746306712054497,0.15465153930272396
Trial_7,0.17726355060882404,0.15188749086489725
Trial_8,0.1473644048384791,0.12674450642424878
Trial_9,0.13474744181589476,0.11501182787514581
Trial_10,0.1212002536709548,0.09766142446721623
Trial_11,0.11576502571278825,0.09336929916761785
Trial_12,0.10386131386668566,0.08864878712724092
Trial_13,0.09200196995454539,0.0729124022243081
Trial_14,0.08720676209624538,0.069244968242802
Trial_15,0.08301128972422327,0.06601861190388218
Trial_16,0.07424605762988366,0.05286594061101894
Trial_17,0.0693584088470554,0.0507755445120679
Trial_18,0.06773353756270242,0.051621559296081
Trial_19,0.06414153272565272,0.04857771579517036
Trial_20,0.05924976326681909,0.04228895106387779
Trial_21,0.05808397395321133,0.04229688832142378
Trial_22,0.053741336332666256,0.04035497025736152
Trial_23,0.05321723476834379,0.03952636929894009
Trial_24,0.05258336876405563,0.03962208959734279
Trial_25,0.05100353950962454,0.03752213239421996
Trial_26,0.049407322133981316,0.037884994881865454
Trial_27,0.04801448890708977,0.03519968791468317
Trial_28,0.04660745379216696,0.0349213696256572
Trial_29,0.045607194133981344,0.034479988983731
Trial_30,0.0455348960207738,0.03448982620176831
Trial_31,0.0455348960207738,0.03448982620176831
Trial_32,0.043465975622641526,0.03258324835421443
Trial_33,0.04206369531541832,0.030487613788968707
Trial_34,0.04176679767419476,0.030722246799559896
Trial_35,0.04143081430388792,0.030576433100939458
Trial_36,0.04110077935544118,0.03082854678135504
Trial_37,0.040456570720792805,0.03031843604970805
Trial_38,0.03937483203154181,0.028849059124244257
Trial_39,0.03916906083104629,0.028744872079451676
Trial_40,0.03884945139708403,0.028999794902172724
Trial_41,0.03758734795292547,0.02847984514958
Trial_42,0.0374860513131313,0.028377007841595712
Trial_43,0.03725912396941107,0.028297007906088415
Trial_44,0.035854678708690656,0.02818027261088242
Trial_45,0.03456670340470742,0.028227454576501252
Trial_46,0.0340991241594244,0.028373247285000017
Trial_47,0.03315998066895364,0.027466726921351794
Trial_48,0.03280285801114918,0.026796483528081057
Trial_49,0.03280285801114918,0.026796483528081057
Trial_50,0.03280285801114918,0.026796483528081057
Trial_51,0.03212594277015433,0.02601143499836027
Trial_52,0.03117695603563936,0.026037031746441366
Trial_53,0.03090838625690865,0.025520065644205926
Trial_54,0.030023751098246572,0.02570716867791581
Trial_55,0.029716747517819674,0.025558086794524253
Trial_56,0.02892431900323992,0.02558955723307212
Trial_57,0.0287272922236516,0.025552620009899572
Trial_58,0.028451279885744217,0.025333918006164552
Trial_59,0.027993394116447478,0.02523969190310541
Trial_60,0.02773773171679053,0.02481846331134049
Trial_61,0.027533380430341134,0.02466653408172202
Trial_62,0.02704985979569276,0.024446664322576837
Trial_63,0.026357483940632732,0.023854936096456548
Trial_64,0.026192014129311977,0.023964775544453133
Trial_65,0.026076584145607005,0.023898389719093912
Trial_66,0.025542053821231182,0.023840985858993156
Trial_67,0.0251570055896703,0.023530937787265643
Trial_68,0.02397802344920907,0.022938739485911772
Trial_69,0.02300702671421765,0.022293917019380237
Trial_70,0.022905670110444067,0.022328993360033855
Trial_71,0.022571517218696414,0.02198698822758864
Trial_72,0.02227438103687823,0.02203634003583085
Trial_73,0.022129769046312194,0.021964103184297982
Trial_74,0.022077389801029176,0.021939454483322515
Trial_75,0.021890665327615792,0.02194495112033286
Trial_76,0.02101955725900516,0.02133197866227033
Trial_77,0.02101955725900516,0.02133197866227033
Trial_78,0.020602301038879386,0.021207874045571454
Trial_79,0.019700984479321546,0.02060151713231383
Trial_80,0.01964801844844676,0.02057835943277384
Trial_81,0.019599597693729775,0.02061879771446779
Trial_82,0.019267849875547957,0.02077410070153285
Trial_83,0.019099831007623427,0.02084617370513573
Trial_84,0.01851123516352203,0.0202400183086473
Trial_85,0.01782534288364781,0.019775230659544722
Trial_86,0.0177720191958262,0.019670409269087776
Trial_87,0.01747387202601488,0.019711526831832013
Trial_88,0.01747387202601488,0.019711526831832013
Trial_89,0.01743046070526016,0.01970824751709264
Trial_90,0.0174264110242996,0.019696405130237644
Trial_91,0.017265947290737563,0.01965388293021217
Trial_92,0.01724448502658662,0.019638990317929397
Trial_93,0.01713916804545454,0.01970284133311963
