Run,Final_Score,Best_Params,Best_Objs
Run_1,0.006555479999999392,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 63.0}","{'fmax': 109.86889040000001, 'Gain': 3.2013222000000003, 'NF_min': 1.2661673}"
Run_2,0.008102710000000735,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 109.83794579999999, 'Gain': 3.2180726, 'NF_min': 1.2697739}"
Run_3,0.008102710000000735,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 109.83794579999999, 'Gain': 3.2180726, 'NF_min': 1.2697739}"
Run_4,0.008102710000000735,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 109.83794579999999, 'Gain': 3.2180726, 'NF_min': 1.2697739}"
Run_5,0.0,"{'vds': 22.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 111.42592350000001, 'Gain': 3.0434442, 'NF_min': 1.2543986}"
Run_6,0.0,"{'vds': 26.0, 'nfing': 6.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 110.7768975, 'Gain': 3.0185657000000004, 'NF_min': 1.2594326999999998}"
Run_7,0.008102710000000735,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 109.83794579999999, 'Gain': 3.2180726, 'NF_min': 1.2697739}"
Run_8,0.005650960000000538,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 78.0}","{'fmax': 109.88698079999999, 'Gain': 3.1865118999999997, 'NF_min': 1.2632606000000002}"
Run_9,0.006555479999999392,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 63.0}","{'fmax': 109.86889040000001, 'Gain': 3.2013222000000003, 'NF_min': 1.2661673}"
Run_10,0.0,"{'vds': 26.0, 'nfing': 6.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 110.7768975, 'Gain': 3.0185657000000004, 'NF_min': 1.2594326999999998}"
Run_11,0.0,"{'vds': 22.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 111.393528, 'Gain': 3.126761, 'NF_min': 1.2593097}"
Run_12,0.0,"{'vds': 22.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 111.42592350000001, 'Gain': 3.0434442, 'NF_min': 1.2543986}"
Run_13,0.0,"{'vds': 22.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 111.42592350000001, 'Gain': 3.0434442, 'NF_min': 1.2543986}"
Run_14,0.0,"{'vds': 22.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 111.393528, 'Gain': 3.126761, 'NF_min': 1.2593097}"
Run_15,0.005650960000000538,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 78.0}","{'fmax': 109.88698079999999, 'Gain': 3.1865118999999997, 'NF_min': 1.2632606000000002}"
Run_16,0.0,"{'vds': 24.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 110.47265549999999, 'Gain': 3.0964457000000003, 'NF_min': 1.2611746000000001}"
Run_17,0.006555479999999392,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 63.0}","{'fmax': 109.86889040000001, 'Gain': 3.2013222000000003, 'NF_min': 1.2661673}"
Run_18,0.006555479999999392,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 63.0}","{'fmax': 109.86889040000001, 'Gain': 3.2013222000000003, 'NF_min': 1.2661673}"
Run_19,0.010939109999999586,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 109.78121780000001, 'Gain': 3.2376053, 'NF_min': 1.2745788999999998}"
Run_20,0.014600074999999157,"{'vds': 20.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 109.70799850000002, 'Gain': 3.1284397, 'NF_min': 1.2723354}"
Run_21,0.008102710000000735,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 109.83794579999999, 'Gain': 3.2180726, 'NF_min': 1.2697739}"
Run_22,0.01781167000000039,"{'vds': 16.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 78.0}","{'fmax': 109.64376659999999, 'Gain': 3.014616, 'NF_min': 1.2462152}"
Run_23,0.0,"{'vds': 24.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 63.0}","{'fmax': 110.4521673, 'Gain': 3.019957, 'NF_min': 1.2572616}"
Run_24,0.0,"{'vds': 24.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 110.48644920000001, 'Gain': 3.1779147, 'NF_min': 1.2663872}"
Run_25,0.0,"{'vds': 22.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 48.0}","{'fmax': 111.42592350000001, 'Gain': 3.0434442, 'NF_min': 1.2543986}"
Run_26,0.0037838399999999828,"{'vds': 20.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 111.3289241, 'Gain': 2.9905404, 'NF_min': 1.2615775}"
Run_27,0.0,"{'vds': 24.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 110.48644920000001, 'Gain': 3.1779147, 'NF_min': 1.2663872}"
Run_28,0.010939109999999586,"{'vds': 22.0, 'nfing': 2.0, 'wg': 50.0, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 109.78121780000001, 'Gain': 3.2376053, 'NF_min': 1.2745788999999998}"
Run_29,0.0,"{'vds': 22.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 111.393528, 'Gain': 3.126761, 'NF_min': 1.2593097}"
Run_30,0.0,"{'vds': 26.0, 'nfing': 6.0, 'wg': 25.0, 'gdg': 22.0, 'gsg': 33.0}","{'fmax': 110.7768975, 'Gain': 3.0185657000000004, 'NF_min': 1.2594326999999998}"
Run_31,0.0,"{'vds': 24.0, 'nfing': 4.0, 'wg': 37.5, 'gdg': 22.0, 'gsg': 63.0}","{'fmax': 110.4521673, 'Gain': 3.019957, 'NF_min': 1.2572616}"
