Trial,Mean_Score,Std_Score
Trial_1,inf,
Trial_2,inf,
Trial_3,0.32911949828333337,0.21297509151708052
Trial_4,0.2673139701444445,0.17553787535425816
Trial_5,0.24058646972222228,0.16878596036262694
Trial_6,0.1909572291111111,0.1489654008959797
Trial_7,0.16742109268333327,0.12912139934814876
Trial_8,0.15848835337222217,0.12433969605891916
Trial_9,0.14846140542777772,0.11531351990540978
Trial_10,0.1198653656388889,0.08673512329175115
Trial_11,0.11501424823333332,0.07998097869855603
Trial_12,0.1085486081833333,0.07840608703243115
Trial_13,0.10169613583333328,0.07565504588433998
Trial_14,0.09134251748333327,0.056908009846169595
Trial_15,0.09048382443333323,0.056912147431624587
Trial_16,0.08906590538333324,0.056548574457717944
Trial_17,0.08301226874999994,0.0540575831724329
Trial_18,0.08161908394999993,0.0530884647817315
Trial_19,0.08011847824999993,0.053780654421959166
Trial_20,0.0782680875499999,0.054586768496173714
Trial_21,0.07188039696111105,0.05015069329317162
Trial_22,0.07129386261111104,0.049750983588048026
Trial_23,0.06971750416111104,0.05043831263557683
Trial_24,0.06971750416111104,0.05043831263557683
Trial_25,0.06594300691111102,0.047821537377626955
Trial_26,0.061767914061111026,0.04617244156637155
Trial_27,0.06096109381111104,0.04612470111699992
Trial_28,0.05885974561111105,0.04569709150716535
Trial_29,0.057369907649999934,0.04221190872852373
Trial_30,0.05664522079999994,0.04222717549408804
Trial_31,0.05431521904999993,0.04105163662540657
Trial_32,0.05247248894999992,0.03962542574972503
Trial_33,0.052394904249999916,0.03970560094762253
Trial_34,0.052285513149999935,0.03983452285824153
Trial_35,0.05140985299999992,0.03987149056782421
Trial_36,0.050691409299999914,0.03945329726006172
Trial_37,0.049596047099999915,0.040002448288756424
Trial_38,0.04693599909999992,0.038486022333702435
Trial_39,0.04524467384999993,0.03764426539796149
Trial_40,0.04396942779999995,0.03744739603655092
Trial_41,0.043937994199999955,0.03744634447250761
Trial_42,0.043843058999999955,0.0372694913959325
Trial_43,0.04350342209999997,0.03707514280516745
Trial_44,0.04232683574999995,0.036215944288368704
Trial_45,0.04106125569999996,0.034951289194102404
Trial_46,0.040343621849999976,0.034301132448560805
Trial_47,0.039491957049999964,0.03423190352667871
Trial_48,0.03837176819999996,0.0337102812747359
Trial_49,0.03837176819999996,0.0337102812747359
Trial_50,0.03812515864999996,0.03340328660888661
Trial_51,0.03677180464999996,0.03276022581858783
Trial_52,0.03513841964999997,0.031491807706352896
Trial_53,0.032859221699999955,0.030534596179372413
Trial_54,0.02960808474999994,0.0283525894412103
Trial_55,0.02897957629999994,0.028609454739669842
Trial_56,0.028474645449999957,0.028724790805046686
Trial_57,0.02754944054999994,0.028238645280456397
Trial_58,0.025289017649999926,0.026799405257789802
Trial_59,0.025067126349999923,0.02641870462457173
Trial_60,0.024060522849999932,0.02633295580064019
Trial_61,0.021743343799999915,0.02492184518776067
Trial_62,0.021201952199999916,0.02456393461511462
Trial_63,0.020887498449999917,0.024535210498270957
Trial_64,0.020773832699999925,0.024587000771412973
Trial_65,0.01966290099999991,0.023036786092600858
Trial_66,0.018594886449999907,0.021015889756677193
Trial_67,0.017830979899999887,0.020506616933589572
Trial_68,0.017830979899999887,0.020506616933589572
Trial_69,0.017319427149999893,0.019355947372835153
Trial_70,0.016168430599999888,0.01721749922810124
Trial_71,0.016096227549999904,0.01723602267351267
Trial_72,0.016019001599999895,0.01728426700004704
Trial_73,0.01511800714999989,0.017175954202413347
Trial_74,0.015094070049999887,0.017166177512756092
Trial_75,0.015016333999999886,0.01716923015670476
Trial_76,0.014878577999999887,0.01723377486558799
Trial_77,0.014660374199999911,0.017309693152748638
Trial_78,0.014566427849999912,0.017296171331805464
Trial_79,0.01441319769999992,0.017356559198822705
Trial_80,0.014375390649999924,0.017375543440776194
Trial_81,0.014363594699999925,0.017338905022066763
Trial_82,0.013917409749999934,0.017428096372682323
Trial_83,0.013917409749999934,0.017428096372682323
Trial_84,0.013917409749999934,0.017428096372682323
Trial_85,0.013374080399999943,0.0173493839748928
Trial_86,0.013337470749999945,0.017350620859862356
Trial_87,0.013318334899999958,0.017358030873341708
Trial_88,0.013133845999999956,0.017173921820017878
Trial_89,0.013061649399999964,0.017138894288998986
Trial_90,0.01279585734999996,0.0171908015109234
Trial_91,0.012619702799999973,0.0171376033730248
Trial_92,0.01185201449999996,0.015535444997397313
