Run,Final_Score,Best_Params,Best_Objs
Run_1,0.0,"{'vds': 28.0, 'nfing': 6.0, 'wg': 100.0, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 28.077059999999996, 'PAE': 17.43691, 'Tj': 118.95838}"
Run_2,0.01892499999999997,"{'vds': 28.0, 'nfing': 6.0, 'wg': 100.0, 'gdg': 52.0, 'gsg': 48.0}","{'Pout': 27.6215, 'PAE': 17.02394, 'Tj': 123.11277}"
Run_3,0.01892499999999997,"{'vds': 28.0, 'nfing': 6.0, 'wg': 100.0, 'gdg': 52, 'gsg': 48.0}","{'Pout': 27.6215, 'PAE': 17.02394, 'Tj': 123.11277}"
Run_4,0.021333999999999853,"{'vds': 28.0, 'nfing': 6.0, 'wg': 87.5, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 27.573320000000002, 'PAE': 17.19979, 'Tj': 119.67251999999999}"
Run_5,0.0,"{'vds': 28.0, 'nfing': 6.0, 'wg': 100.0, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 28.077059999999996, 'PAE': 17.43691, 'Tj': 118.95838}"
Run_6,0.10387966666666659,"{'vds': 28.0, 'nfing': 8.0, 'wg': 75.0, 'gdg': 52.0, 'gsg': 78}","{'Pout': 27.400740000000003, 'PAE': 16.113, 'Tj': 116.00873999999999}"
Run_7,0.0,"{'vds': 28.0, 'nfing': 8.0, 'wg': 87.5, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 28.522470000000002, 'PAE': 17.16033, 'Tj': 116.91703999999999}"
Run_8,0.0,"{'vds': 28.0, 'nfing': 8.0, 'wg': 87.5, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 28.522470000000002, 'PAE': 17.16033, 'Tj': 116.91703999999999}"
Run_9,0.021333999999999853,"{'vds': 28.0, 'nfing': 6.0, 'wg': 87.5, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 27.573320000000002, 'PAE': 17.19979, 'Tj': 119.67251999999999}"
Run_10,0.17052499999999982,"{'vds': 24.0, 'nfing': 6.0, 'wg': 100.0, 'gdg': 22.0, 'gsg': 78.0}","{'Pout': 26.7389, 'PAE': 15.710360000000001, 'Tj': 111.71455}"
Run_11,0.025957966666666485,"{'vds': 28.0, 'nfing': 8, 'wg': 100.0, 'gdg': 52.0, 'gsg': 33.0}","{'Pout': 28.585259999999998, 'PAE': 16.73685, 'Tj': 125.10072}"
Run_12,0.0,"{'vds': 28.0, 'nfing': 8.0, 'wg': 87.5, 'gdg': 52.0, 'gsg': 78.0}","{'Pout': 28.522470000000002, 'PAE': 17.16033, 'Tj': 116.91703999999999}"
