batchNumber,VDS,VGS,Wg,nfing,gdg_val,gsg_val,fT_plt,fmax_plt,nf_min,gain
4024,16,-1.1,100.0,8,22,78,42.56418192,109.2117514,0.8977983,-2.2294603
4025,16,-1.1,100.0,8,37,33,42.59952151,108.0241184,0.9050968,-2.3749013999999997
4026,16,-1.1,100.0,8,37,48,42.55396928,108.3867338,0.9023741,-2.3965412
4027,16,-1.1,100.0,8,37,63,42.52281029,108.64498459999999,0.9003699000000001,-2.4203321
4028,16,-1.1,100.0,8,37,78,42.50242052,108.84441770000001,0.8987826999999999,-2.4455607999999995
4029,16,-1.1,100.0,8,52,33,42.54474985,107.7627465,0.9049156999999999,-2.5830461
4030,16,-1.1,100.0,8,52,48,42.49532515,108.13151599999999,0.9020726,-2.6097311000000003
4031,16,-1.1,100.0,8,52,63,42.46245182,108.39358290000001,0.8999855999999999,-2.636943
4032,16,-1.1,100.0,8,52,78,42.44011234,108.5964519,0.8983385,-2.6645668999999996
4045,16,-1.0,25.0,2,22,33,36.62572009,122.9486855,0.8237795,3.5459742999999997
4046,16,-1.0,25.0,2,22,48,36.14353915,123.07794990000001,0.8204976,3.5094634
4047,16,-1.0,25.0,2,22,63,35.76061881,123.1603293,0.8179969,3.4789797999999994
4048,16,-1.0,25.0,2,22,78,35.4394516,123.21807609999999,0.8159576,3.4524432999999997
4049,16,-1.0,25.0,2,37,33,36.44043054,122.7899977,0.8168998000000001,3.3415852
4050,16,-1.0,25.0,2,37,48,35.94070507,122.93762360000001,0.8124486,3.2978947
4051,16,-1.0,25.0,2,37,63,35.54437313,123.0339719,0.8090031999999999,3.2616462000000004
4052,16,-1.0,25.0,2,37,78,35.2123838,123.10292920000002,0.8061605,3.2302285
4053,16,-1.0,25.0,2,52,33,36.2272444,122.6761717,0.8072456,3.0966947
4054,16,-1.0,25.0,2,52,48,35.70671999,122.8350367,0.8013776999999999,3.0442501
4055,16,-1.0,25.0,2,52,63,35.29460713,122.9400896,0.7967955,3.000983
4056,16,-1.0,25.0,2,52,78,34.94972784,123.0162112,0.7929909,2.9636312
4069,16,-1.0,37.5,2,22,33,37.99742043,121.368682,0.8313181000000001,4.5663078
4070,16,-1.0,37.5,2,22,48,37.66130066,121.52199579999998,0.8283661,4.5357824
4071,16,-1.0,37.5,2,22,63,37.39198731,121.62218290000001,0.8261335,4.5103559
4072,16,-1.0,37.5,2,22,78,37.16452519,121.69403659999999,0.8243234,4.488274700000001
4073,16,-1.0,37.5,2,37,33,37.85928221,121.18454469999999,0.8274858,4.3334072
4074,16,-1.0,37.5,2,37,48,37.50923887,121.35535790000002,0.8237619,4.2947901
4075,16,-1.0,37.5,2,37,63,37.22915738,121.4689645,0.8209037,4.262874299999999
4076,16,-1.0,37.5,2,37,78,36.9927835,121.5517639,0.8185601,4.2353032
4077,16,-1.0,37.5,2,52,33,37.70308796,121.0544617,0.8214636999999999,4.0659544
4078,16,-1.0,37.5,2,52,48,37.33652465,121.2360389,0.8167814999999999,4.0177693
4079,16,-1.0,37.5,2,52,63,37.04358684,121.357947,0.8131512,3.9781928
4080,16,-1.0,37.5,2,52,78,36.79665371,121.4475455,0.8101522,3.9441507000000007
4093,16,-1.0,50.0,2,22,33,38.77843739,119.3244402,0.8395036,4.8512322999999995
4094,16,-1.0,50.0,2,22,48,38.52468528,119.50943999999998,0.8366966999999998,4.8276685
4095,16,-1.0,50.0,2,22,63,38.32028607,119.6330693,0.8345838,4.8079645
4096,16,-1.0,50.0,2,22,78,38.14702765,119.7235598,0.8328769,4.790820200000001
4097,16,-1.0,50.0,2,37,33,38.66720091,119.1069393,0.8372272,4.6049829
4098,16,-1.0,50.0,2,37,48,38.40223817,119.30849380000001,0.8338515,4.573402099999999
4099,16,-1.0,50.0,2,37,63,38.18895888,119.4449346,0.8312765,4.5472663
4100,16,-1.0,50.0,2,37,78,38.00832132,119.5459422,0.8291748999999999,4.524679
4101,16,-1.0,50.0,2,52,33,38.54381299,118.9554308,0.8330635000000001,4.329984400000001
4102,16,-1.0,50.0,2,52,48,38.26531517,119.1672396,0.8289684000000002,4.2890752
4103,16,-1.0,50.0,2,52,63,38.04160923,119.31153090000001,0.8258124,4.2554669999999994
4104,16,-1.0,50.0,2,52,78,37.85218309,119.4190132,0.8232169,4.2265652000000005
4117,16,-1.0,62.5,2,22,33,39.31365717,116.9326884,0.8491453999999999,4.835831
4118,16,-1.0,62.5,2,22,48,39.1129223,117.15522479999998,0.8464031999999999,4.8183214
4119,16,-1.0,62.5,2,22,63,38.95063657,117.30651929999999,0.8443457000000001,4.8035612
4120,16,-1.0,62.5,2,22,78,38.81261066,117.41908970000001,0.8426879,4.7906603
4121,16,-1.0,62.5,2,37,33,39.21989072,116.67525220000002,0.8478266999999999,4.5834482
4122,16,-1.0,62.5,2,37,48,39.0097521,116.9138253,0.8446392,4.5583151
4123,16,-1.0,62.5,2,37,63,38.840137799999994,117.07749220000001,0.8422189,4.5374356
4124,16,-1.0,62.5,2,37,78,38.69585515,117.1999525,0.8402508,4.5193542
4125,16,-1.0,62.5,2,52,33,39.11788962,116.4986054,0.8447988999999999,4.3073345000000005
4126,16,-1.0,62.5,2,52,48,38.89645031,116.7463047,0.8410382,4.2734208
4127,16,-1.0,62.5,2,52,63,38.71794243,116.91758899999999,0.8381545,4.2455032
4128,16,-1.0,62.5,2,52,78,38.56640541,117.04647549999999,0.8357916999999999,4.2214708
4141,16,-1.0,75.0,2,22,33,39.72652877,114.2945558,0.8605628000000001,4.6772137
4142,16,-1.0,75.0,2,22,48,39.56286344,114.5589506,0.8578399999999999,4.6647278
4143,16,-1.0,75.0,2,22,63,39.43011565,114.74179009999999,0.8558020000000001,4.6540585
4144,16,-1.0,75.0,2,22,78,39.31698970000001,114.8796274,0.8541629999999999,4.6446616999999994
4145,16,-1.0,75.0,2,37,33,39.64508198,113.99485590000002,0.8599065,4.4229115
4146,16,-1.0,75.0,2,37,48,39.47336525,114.2727548,0.8568212,4.4032957
4147,16,-1.0,75.0,2,37,63,39.33426423,114.46635970000001,0.8544873,4.3869015
4148,16,-1.0,75.0,2,37,78,39.21586366,114.6132322,0.8525947,4.3726566
4149,16,-1.0,75.0,2,52,33,39.5580231,113.79044250000001,0.8576521999999999,4.1491078
4150,16,-1.0,75.0,2,52,48,39.37681284,114.0774338,0.8540926,4.1213384
4151,16,-1.0,75.0,2,52,63,39.23023595,114.2774206,0.8513745,4.0984053
4152,16,-1.0,75.0,2,52,78,39.10561999,114.42968640000001,0.8491546,4.0786289
4165,16,-1.0,87.5,2,22,33,40.07224904,111.491408,0.8739450000000001,4.4433126
4166,16,-1.0,87.5,2,22,48,39.93597228,111.8007307,0.8712110000000001,4.4350072
4167,16,-1.0,87.5,2,22,63,39.82522015,112.0172969,0.8691684000000001,4.4277369
4168,16,-1.0,87.5,2,22,78,39.73065585,112.18112260000001,0.8675282,4.421247900000001
4169,16,-1.0,87.5,2,37,33,39.99988758,111.1460186,0.8737864,4.1899097
4170,16,-1.0,87.5,2,37,48,39.85677856,111.4665048,0.8707497,4.1749872
4171,16,-1.0,87.5,2,37,63,39.74057782,111.69239040000001,0.8684594000000001,4.162403100000001
4172,16,-1.0,87.5,2,37,78,39.641337299999996,111.8653725,0.8666065000000001,4.1514135
4173,16,-1.0,87.5,2,52,33,39.92415148,110.9136504,0.8721005,3.920549
4174,16,-1.0,87.5,2,52,48,39.77288969,111.2410592,0.8686603999999999,3.8980998
4175,16,-1.0,87.5,2,52,63,39.65016557,111.472227,0.8660431000000001,3.8794774
4176,16,-1.0,87.5,2,52,78,39.54564088,111.64977479999999,0.8639114999999999,3.8633786
4189,16,-1.0,100.0,2,22,33,40.37912209,108.5813618,0.8894405000000001,4.1675458
4190,16,-1.0,100.0,2,22,48,40.26421626,108.93686909999998,0.8866718000000001,4.1627732
4191,16,-1.0,100.0,2,22,63,40.17045801,109.1869976,0.8846064,4.1583719
4192,16,-1.0,100.0,2,22,78,40.09038269,109.3787926,0.8829499,4.1543352
4193,16,-1.0,100.0,2,37,33,40.31399906,108.1896027,0.8896815,3.9170739
4194,16,-1.0,100.0,2,37,48,40.19299305,108.5533591,0.8866553,3.9061842
4195,16,-1.0,100.0,2,37,63,40.09452882,108.81235420000002,0.8843787000000001,3.8968711000000003
4196,16,-1.0,100.0,2,37,78,40.01038469,109.012208,0.8825405000000001,3.8886745000000005
4197,16,-1.0,100.0,2,52,33,40.24704919,107.92861940000002,0.888438,3.6536122000000004
4198,16,-1.0,100.0,2,52,48,40.11890949,108.2973216,0.8850623,3.6357945
4199,16,-1.0,100.0,2,52,63,40.01486445,108.5602121,0.8825019000000001,3.6209224
4200,16,-1.0,100.0,2,52,78,39.92593018,108.7636785,0.8804216999999999,3.6080214999999995
4213,16,-1.0,25.0,4,22,33,36.92778192,122.95338659999999,0.8243242000000001,4.5855651
4214,16,-1.0,25.0,4,22,48,36.45885792,123.0825915,0.8210856,4.487075
4215,16,-1.0,25.0,4,22,63,36.08767911,123.16493659999999,0.818623,4.3983894
4216,16,-1.0,25.0,4,22,78,35.77724758,123.2226561,0.8166182,4.315550099999999
4217,16,-1.0,25.0,4,37,33,36.74473414,122.79475790000001,0.8177127,4.2929195
4218,16,-1.0,25.0,4,37,48,36.25853769,122.94232579999999,0.8133578,4.1756105
4219,16,-1.0,25.0,4,37,63,35.87435697,123.0386199,0.8099961999999999,4.0713954
4220,16,-1.0,25.0,4,37,78,35.55334557,123.1075445,0.8072289,3.9751536
4221,16,-1.0,25.0,4,52,33,36.53401395,122.6809821,0.8083774,3.967915
4222,16,-1.0,25.0,4,52,48,36.0276084,122.83978619999999,0.8026674,3.8305324
4223,16,-1.0,25.0,4,52,63,35.62797366,122.9447949,0.7982216999999999,3.7100864999999996
4224,16,-1.0,25.0,4,52,78,35.29455876,123.02086940000001,0.7945394,3.6000803999999995
4237,16,-1.0,37.5,4,22,33,38.42323387,121.37141070000001,0.8320175999999999,4.5138386
4238,16,-1.0,37.5,4,22,48,38.10209520000001,121.52470919999999,0.8291088,4.433357900000001
4239,16,-1.0,37.5,4,22,63,37.846228100000005,121.6248855,0.8269141999999999,4.3592973
4240,16,-1.0,37.5,4,22,78,37.63114018,121.69673020000002,0.8251386,4.2890764
4241,16,-1.0,37.5,4,37,33,38.28737268,121.18730330000001,0.8284611999999999,4.222254599999999
4242,16,-1.0,37.5,4,37,48,37.95293435,121.35808440000001,0.8248353,4.125831
4243,16,-1.0,37.5,4,37,63,37.68682172,121.4716685,0.8220625,4.038823000000001
4244,16,-1.0,37.5,4,37,78,37.46320343,121.55445049999999,0.8197959,3.9575824999999996
4245,16,-1.0,37.5,4,52,33,38.13399022,121.0572578,0.8227701,3.9069339
4246,16,-1.0,37.5,4,52,48,37.78362767,121.23879790000001,0.8182507,3.7934192
4247,16,-1.0,37.5,4,52,63,37.50516071,121.36067949999999,0.8147616999999999,3.6927602
4248,16,-1.0,37.5,4,52,78,37.27155874,121.45025749999999,0.8118897,3.6000675
4261,16,-1.0,50.0,4,22,33,39.32823977,119.32615619999999,0.8403379999999999,4.0803194
4262,16,-1.0,50.0,4,22,48,39.09047998,119.5111621,0.8375739,4.0131461999999996
4263,16,-1.0,50.0,4,22,63,38.90059939,119.6347963,0.8354988999999999,3.9501159
4264,16,-1.0,50.0,4,22,78,38.74070826,119.7252902,0.8338266,3.8895803
4265,16,-1.0,50.0,4,37,33,39.21939852,119.10866750000001,0.8383433000000001,3.8004153
4266,16,-1.0,50.0,4,37,48,38.97099963,119.3102051,0.8350665,3.7198681000000002
4267,16,-1.0,50.0,4,37,63,38.77283797,119.44663500000001,0.8325778,3.6460989
4268,16,-1.0,50.0,4,37,78,38.60604404,119.5476347,0.8305541,3.5765135999999997
4269,16,-1.0,50.0,4,52,33,39.09892177,118.95719790000001,0.8345187,3.5028778
4270,16,-1.0,50.0,4,52,48,38.83781878,119.1689759,0.8305895000000001,3.4078898
4271,16,-1.0,50.0,4,52,63,38.62975412,119.31325090000001,0.8275776,3.3226843999999995
4272,16,-1.0,50.0,4,52,78,38.45483199,119.42072079999998,0.8251118000000001,3.2435781
4285,16,-1.0,62.5,4,22,33,39.98875626,116.93378390000001,0.8501076999999999,3.531372
4286,16,-1.0,62.5,4,22,48,39.80460542,117.15633759999999,0.8474081,3.4748016
4287,16,-1.0,62.5,4,22,63,39.65747442,117.30764930000001,0.8453884,3.4207476000000003
4288,16,-1.0,62.5,4,22,78,39.53344381,117.4202327,0.8437650999999999,3.3682252
4289,16,-1.0,62.5,4,37,33,39.89737715,116.6763469,0.8490764000000001,3.2669556
4290,16,-1.0,62.5,4,37,48,39.70460647,116.9149139,0.8459884,3.1990982000000003
4291,16,-1.0,62.5,4,37,63,39.55061904,117.0785726,0.8436553,3.1360611
4292,16,-1.0,62.5,4,37,78,39.42103671,117.2010317,0.841766,3.0760276
4293,16,-1.0,62.5,4,52,33,39.79837342,116.4997297,0.8463950000000001,2.9892564999999998
4294,16,-1.0,62.5,4,52,48,39.59519084,116.74741399999999,0.8428026,2.9091218
4295,16,-1.0,62.5,4,52,63,39.43312335,116.9186888,0.8400653,2.8364267000000005
4296,16,-1.0,62.5,4,52,78,39.29680491,117.04756299999998,0.8378346,2.7684002999999997
4309,16,-1.0,75.0,4,22,33,40.52849994,114.2952203,0.8616505999999999,2.9474039
4310,16,-1.0,75.0,4,22,48,40.38206312,114.559652,0.8589703000000002,2.8997943
4311,16,-1.0,75.0,4,22,63,40.26484324,114.7425192,0.8569700000000001,2.853459
4312,16,-1.0,75.0,4,22,78,40.16623395,114.88037790000001,0.8553655000000001,2.8079152
4313,16,-1.0,75.0,4,37,33,40.44955217,113.9955135,0.8612876,2.6997767999999995
4314,16,-1.0,75.0,4,37,48,40.29573204,114.2734104,0.8583029000000001,2.6425565
4315,16,-1.0,75.0,4,37,63,40.17296885,114.467019,0.856057,2.5886276
4316,16,-1.0,75.0,4,37,78,40.06971087,114.61389550000001,0.8542441999999999,2.5367747000000005
4317,16,-1.0,75.0,4,52,33,40.36563291,113.7911289,0.8593873,2.4420528
4318,16,-1.0,75.0,4,52,48,40.20315169,114.07810740000001,0.8559984,2.3743102
4319,16,-1.0,75.0,4,52,63,40.073655,114.27808970000001,0.8534290999999999,2.3121490000000002
4320,16,-1.0,75.0,4,52,78,39.96483234,114.4303529,0.8513434999999999,2.2535164
4333,16,-1.0,87.5,4,22,33,41.00308717,111.4917565,0.8751578999999999,2.3606866
4334,16,-1.0,87.5,4,22,48,40.88441605,111.80112820000001,0.8724662000000001,2.3209164
4335,16,-1.0,87.5,4,22,63,40.78964565,112.01772820000001,0.8704615,2.2814235000000003
4336,16,-1.0,87.5,4,22,78,40.71022964,112.18158249999999,0.8688559000000001,2.242123
4337,16,-1.0,87.5,4,37,33,40.93332064,111.146348,0.8752993,2.1299775000000003
4338,16,-1.0,87.5,4,37,48,40.80863857,111.46684240000002,0.8723643,2.0819544
4339,16,-1.0,87.5,4,37,63,40.70894715,111.6927368,0.8701631,2.0359804
4340,16,-1.0,87.5,4,37,78,40.62537698,111.8657271,0.8683911,1.9913236
4341,16,-1.0,87.5,4,52,33,40.86066837,110.9140115,0.8739754000000001,1.8915761000000002
4342,16,-1.0,87.5,4,52,48,40.72833476,111.24141359999999,0.8707089,1.83447
4343,16,-1.0,87.5,4,52,63,40.62329547,111.47258049999999,0.868243,1.7814226000000002
4344,16,-1.0,87.5,4,52,78,40.53515266,111.65012879999999,0.8662481,1.7309648000000002
4357,16,-1.0,100.0,4,22,33,41.4409425,108.5814601,0.8907790000000001,1.7854982
4358,16,-1.0,100.0,4,22,48,41.34401629999999,108.93702720000002,0.8880527,1.7527235
4359,16,-1.0,100.0,4,22,63,41.26648809,109.18719920000001,0.8860253,1.7193967000000001
4360,16,-1.0,100.0,4,22,78,41.20159985,109.37902920000002,0.8844036,1.6857598999999999
4361,16,-1.0,100.0,4,37,33,41.37839055,108.1896754,0.8913274999999999,1.5712475000000001
4362,16,-1.0,100.0,4,37,48,41.27605645,108.55344469999999,0.8884044,1.5313354
4363,16,-1.0,100.0,4,37,63,41.1945852,108.81245249999999,0.8862183000000001,1.4924331
4364,16,-1.0,100.0,4,37,78,41.12636896,109.0123169,0.8844622999999999,1.4542097999999999
4365,16,-1.0,100.0,4,52,33,41.31457049,107.9287235,0.8904550999999999,1.3511756000000001
4366,16,-1.0,100.0,4,52,48,41.20609441,108.2974237,0.8872561,1.3033788999999998
4367,16,-1.0,100.0,4,52,63,41.11985333,108.56031589999999,0.8848501,1.2583617
4368,16,-1.0,100.0,4,52,78,41.04809705,108.76378490000002,0.8829094000000001,1.215142
4381,16,-1.0,25.0,6,22,33,37.38803720000001,122.9545763,0.8249048000000001,4.3199011
4382,16,-1.0,25.0,6,22,48,36.94124063,123.08375990000002,0.8217450000000001,4.189599100000001
4383,16,-1.0,25.0,6,22,63,36.58996834,123.16609140000001,0.8193507,4.0691019
4384,16,-1.0,25.0,6,22,78,36.29756835,123.2237998,0.8174073000000001,3.954153
4385,16,-1.0,25.0,6,37,33,37.20699026,122.79596640000001,0.8187625,3.9264541
4386,16,-1.0,25.0,6,37,48,36.74368461,122.94351540000001,0.8145775,3.7738730000000005
4387,16,-1.0,25.0,6,37,63,36.3797042,123.03979270000002,0.8113627,3.6356943
4388,16,-1.0,25.0,6,37,78,36.07726917,123.1087065,0.8087269,3.5061044000000003
4389,16,-1.0,25.0,6,52,33,36.99887646,122.6822055,0.8099861,3.5021556000000005
4390,16,-1.0,25.0,6,52,48,36.51586638,122.84099009999998,0.8045518,3.3270385
4391,16,-1.0,25.0,6,52,63,36.13703213,122.94598459999999,0.8003432,3.171416
4392,16,-1.0,25.0,6,52,78,35.82265639,123.0220449,0.7968727,3.0276945
4405,16,-1.0,37.5,6,22,33,39.08843118,121.3718635,0.8326696,3.6987608999999995
4406,16,-1.0,37.5,6,22,48,38.79255619,121.5251545,0.8298396,3.5990467000000006
4407,16,-1.0,37.5,6,22,63,38.55948602,121.6253246,0.8277136,3.5048731
4408,16,-1.0,37.5,6,22,78,38.36541152,121.69716399999999,0.8259998,3.4138346
4409,16,-1.0,37.5,6,37,33,38.95517126,121.18776340000001,0.8295905000000001,3.3400776
4410,16,-1.0,37.5,6,37,48,38.64671411,121.35853590000002,0.8261369000000001,3.2236773
4411,16,-1.0,37.5,6,37,63,38.40419558,121.4721136,0.8235133,3.1165359
4412,16,-1.0,37.5,6,37,78,38.20241483,121.5548906,0.8213808000000001,3.0149555
4413,16,-1.0,37.5,6,52,33,38.80493629,121.0577267,0.8244742,2.9613185
4414,16,-1.0,37.5,6,52,48,38.48149218,121.23925690000002,0.8202381999999999,2.8276364
4415,16,-1.0,37.5,6,52,63,38.2273941,121.3611316,0.8169935,2.7073213
4416,16,-1.0,37.5,6,52,78,38.01626451,121.45070420000002,0.8143405,2.5952145
4429,16,-1.0,50.0,6,22,33,40.20094511,119.32618870000002,0.8410548000000001,2.8842269
4430,16,-1.0,50.0,6,22,48,39.99037406,119.51119369999999,0.8383695999999999,2.8070749
4431,16,-1.0,50.0,6,22,63,39.82511152,119.6348262,0.8363632,2.7328012000000004
4432,16,-1.0,50.0,6,22,78,39.68834946,119.7253182,0.8347527,2.6601298
4433,16,-1.0,50.0,6,37,33,40.09508091,119.10870020000002,0.8395431999999999,2.5642401
4434,16,-1.0,50.0,6,37,48,39.87470884,119.31023529999999,0.8364402,2.4742741
4435,16,-1.0,50.0,6,37,63,39.70211372,119.4466632,0.834102,2.3901917
4436,16,-1.0,50.0,6,37,78,39.55913321,119.54766129999999,0.8322136999999998,2.3096537
4437,16,-1.0,50.0,6,52,33,39.97801256,118.95723629999999,0.8363037,2.2304612
4438,16,-1.0,50.0,6,52,48,39.74608473,119.16900990000002,0.8326620000000001,2.1269609
4439,16,-1.0,50.0,6,52,63,39.56455155,119.313282,0.8298985999999999,2.0326774
4440,16,-1.0,50.0,6,52,78,39.4144521,119.4207499,0.8276556999999999,1.9440724999999999
4453,16,-1.0,62.5,6,22,33,41.07280218,116.9335293,0.8508876,2.0465651
4454,16,-1.0,62.5,6,22,48,40.91735217,117.15608780000001,0.848267,1.9875535
4455,16,-1.0,62.5,6,22,63,40.79615035,117.30740109999999,0.8463161,1.9295311999999998
4456,16,-1.0,62.5,6,22,78,40.69682665,117.41998500000001,0.8447548,1.8719986000000002
4457,16,-1.0,62.5,6,37,33,40.98484735,116.67608770000001,0.8503453000000001,1.7634044999999998
4458,16,-1.0,62.5,6,37,48,40.82148858,116.91465600000001,0.8474325,1.6943130000000002
4459,16,-1.0,62.5,6,37,63,40.69455451,117.07831709999999,0.8452513,1.628666
4460,16,-1.0,62.5,6,37,78,40.59029717,117.200777,0.8434985,1.5650837
4461,16,-1.0,62.5,6,52,33,40.88944508,116.49947420000001,0.8482579,1.4704479
4462,16,-1.0,62.5,6,52,48,40.71715572,116.7471577,0.8449565999999998,1.3905542
4463,16,-1.0,62.5,6,52,63,40.5832638,116.91843229999999,0.8424712,1.3168407
4464,16,-1.0,62.5,6,52,78,40.47330522,117.0473078,0.8404665000000001,1.2469348999999998
4477,16,-1.0,75.0,6,22,33,41.82910432,114.2947506,0.8624938,1.2353468
4478,16,-1.0,75.0,6,22,48,41.71189031,114.5591889,0.8598928,1.1914996999999998
4479,16,-1.0,75.0,6,22,63,41.62209773,114.74205970000001,0.8579617,1.1471985
4480,16,-1.0,75.0,6,22,78,41.54904316,114.8799203,0.8564196,1.1025196000000002
4481,16,-1.0,75.0,6,37,33,41.75333044,113.99503259999999,0.8626265,0.9855881999999999
4482,16,-1.0,75.0,6,37,48,41.63029248,114.2729364,0.8598186,0.9336715
4483,16,-1.0,75.0,6,37,63,41.53548991,114.4665482,0.8577261,0.8833284
4484,16,-1.0,75.0,6,37,78,41.45872484,114.613427,0.8560513000000001,0.8339006999999999
4485,16,-1.0,75.0,6,52,33,41.67335034,113.790651,0.8613296,0.728798
4486,16,-1.0,75.0,6,52,48,41.542845899999996,114.07763359999998,0.8582356,0.6681511
4487,16,-1.0,75.0,6,52,63,41.44282152,114.2776175,0.8559215,0.6113451
4488,16,-1.0,75.0,6,52,78,41.36154009,114.4298822,0.854065,0.5568939
4501,16,-1.0,87.5,6,22,33,42.52477167,111.4911098,0.8760650999999999,0.46588900000000005
4502,16,-1.0,87.5,6,22,48,42.43633228,111.80049,0.8734535,0.4349826
4503,16,-1.0,87.5,6,22,63,42.369755,112.0170997,0.8715184000000001,0.402469
4504,16,-1.0,87.5,6,22,78,42.31633885,112.18095690000001,0.8699758,0.3688744
4505,16,-1.0,87.5,6,37,33,42.45835539,111.1456909,0.8767105,0.24589320000000003
4506,16,-1.0,87.5,6,37,48,42.36494235,111.46619070000001,0.8739543,0.2084556
4507,16,-1.0,87.5,6,37,63,42.29453672,111.6920892,0.8719084,0.1711002
4508,16,-1.0,87.5,6,37,78,42.238336700000005,111.8650827,0.8702761,0.1337359
4509,16,-1.0,87.5,6,52,33,42.38967746,110.91335259999998,0.8760005,0.0209232
4510,16,-1.0,87.5,6,52,48,42.29062137,111.2407616,0.8730332000000001,-0.023614
4511,16,-1.0,87.5,6,52,63,42.21598217,111.4719308,0.8708264000000001,-0.06617619999999999
4512,16,-1.0,87.5,6,52,78,42.15634785,111.6494813,0.8690642,-0.1075499
4525,16,-1.0,100.0,6,22,33,43.18815849,108.5806593,0.8917516,-0.2584701
4526,16,-1.0,100.0,6,22,48,43.12226282,108.93623559999999,0.8891061,-0.2781818
4527,16,-1.0,100.0,6,22,63,43.07413148,109.1864202,0.8871493,-0.3004495
4528,16,-1.0,100.0,6,22,78,43.03598079,109.3782534,0.8855914,-0.32438290000000003
4529,16,-1.0,100.0,6,37,33,43.12898017,108.1888635,0.8928136000000001,-0.4520912
4530,16,-1.0,100.0,6,37,48,43.05920097,108.5526384,0.8900722,-0.47711499999999996
4531,16,-1.0,100.0,6,37,63,43.00775048,108.81165049999998,0.8880437,-0.5032787000000001
4532,16,-1.0,100.0,6,37,78,42.96778532,109.0115253,0.8864296,-0.530213
4533,16,-1.0,100.0,6,52,33,43.06951445,107.9279085,0.8925675999999999,-0.6490625
4534,16,-1.0,100.0,6,52,48,42.99494288,108.29661740000002,0.8896729,-0.6798626
4535,16,-1.0,100.0,6,52,63,42.94043965,108.55951189999999,0.8875306000000001,-0.7102151
4536,16,-1.0,100.0,6,52,78,42.89736253,108.762983,0.8858267,-0.7403374
4549,16,-1.0,25.0,8,22,33,37.38620676,122.95494550000001,0.8250569,3.5470422
4550,16,-1.0,25.0,8,22,48,36.95604099,123.0841206,0.8219174000000001,3.3855029
4551,16,-1.0,25.0,8,22,63,36.61925196,123.1664465,0.8195423000000001,3.2341717
4552,16,-1.0,25.0,8,22,78,36.34014173,123.2241503,0.8176174,3.0885981
4553,16,-1.0,25.0,8,37,33,37.20783372,122.79634340000001,0.8189632,3.0712424
4554,16,-1.0,25.0,8,37,48,36.76162585,122.94388459999999,0.814823,2.8868402
4555,16,-1.0,25.0,8,37,63,36.41266537,123.04015530000001,0.8116504,2.7181616
4556,16,-1.0,25.0,8,37,78,36.12337867,123.1090646,0.8090546999999999,2.5589247999999998
4557,16,-1.0,25.0,8,52,33,37.00293185,122.68258870000001,0.8102446,2.5689290000000002
4558,16,-1.0,25.0,8,52,48,36.53760774,122.8413652,0.8048839,2.3623038
4559,16,-1.0,25.0,8,52,63,36.174369399999996,122.9463538,0.8007443000000001,2.1772549999999997
4560,16,-1.0,25.0,8,52,78,35.87396611,123.0224085,0.797339,2.0054718
4573,16,-1.0,37.5,8,22,33,39.05209708,121.3717855,0.8328628,2.5503796000000003
4574,16,-1.0,37.5,8,22,48,38.77479596,121.5250752,0.830053,2.4310568
4575,16,-1.0,37.5,8,22,63,38.55840252,121.62524409999999,0.8279463,2.3171445
4576,16,-1.0,37.5,8,22,78,38.3796607,121.6970824,0.8262509,2.2063002
4577,16,-1.0,37.5,8,37,33,38.92190266,121.1876865,0.8298337,2.1365126
4578,16,-1.0,37.5,8,37,48,38.63276734,121.3584571,0.8264254000000001,2.0010196
4579,16,-1.0,37.5,8,37,63,38.40734431,121.47203370000001,0.8238446,1.8751175
4580,16,-1.0,37.5,8,37,78,38.22122562,121.5548097,0.8217527,1.7550249
4581,16,-1.0,37.5,8,52,33,38.77525283,121.0576522,0.8247771999999999,1.7063764
4582,16,-1.0,37.5,8,52,48,38.47200023,121.2391801,0.8206164,1.5545106000000002
4583,16,-1.0,37.5,8,52,63,38.23585294,121.36105309999999,0.8174425000000001,1.4167299
4584,16,-1.0,37.5,8,52,78,38.04103953,121.4506246,0.8148565,1.2876608999999999
4597,16,-1.0,50.0,8,22,33,40.12689929,119.3258277,0.8412854999999999,1.4873427
4598,16,-1.0,50.0,8,22,48,39.93617376,119.51083510000001,0.8386203999999999,1.3985536
4599,16,-1.0,50.0,8,22,63,39.78882395,119.6344692,0.8366332000000001,1.3121802
4600,16,-1.0,50.0,8,22,78,39.66831413,119.72496229999999,0.8350412,1.2271315
4601,16,-1.0,50.0,8,37,33,40.02430482,119.10833600000001,0.8398247999999999,1.1297857
4602,16,-1.0,50.0,8,37,48,39.82457152,119.3098729,0.8367673000000001,1.028951
4603,16,-1.0,50.0,8,37,63,39.67019937,119.4463023,0.8344723,0.9337884
4604,16,-1.0,50.0,8,37,78,39.54437471,119.54730149999999,0.8326251,0.8420610999999999
4605,16,-1.0,50.0,8,52,33,39.91120423,118.95687099999999,0.8366462,0.7613002
4606,16,-1.0,50.0,8,52,48,39.70072015,119.16864699999999,0.8330808000000001,0.6479125
4607,16,-1.0,50.0,8,52,63,39.53876485,119.31292009999999,0.8303891999999999,0.5437436999999999
4608,16,-1.0,50.0,8,52,78,39.40637673,119.42038889999999,0.8282146,0.4452842000000001
