batchNum,vds,vgs,wg,nfing,gdg,gsg,Pout,PAE,ACPR,Tj,GainComp,Gain,ACPR_2nd,Psat,PBO,Gain_SS,Pdel_dBm,EVM
104,28,-0.8,50,2,52,48,4.88658,13.29051,-30.92385,153.85609,0.45097,11.71654,-51.53812,26.89005,-5.24477,12.06659,21.64528,8.02038
105,28,-0.8,50,2,52,78,4.87262,13.57037,-30.98922,149.53856,0.46393,11.44828,-51.91582,26.87762,-5.11343,11.81812,21.76419,8.01908
106,28,-0.8,50,4,22,33,4.46465,13.2891,-30.78431,166.16846,0.47052,12.5344,-51.20912,29.50817,-4.97564,12.84507,24.53253,8.01729
107,28,-0.8,50,4,22,48,4.48912,13.61807,-30.86745,165.96438,0.49282,12.41387,-51.75854,29.53191,-4.90908,12.75776,24.62283,8.01702
108,28,-0.8,50,4,22,78,4.53142,13.97299,-30.97868,156.47963,0.54106,12.22887,-52.75871,29.57264,-4.78635,12.64011,24.78629,8.01658
109,28,-0.8,50,4,52,48,4.79868,13.69776,-30.85404,155.30265,0.48471,11.79101,-51.84328,29.82151,-5.05179,12.15799,24.76972,8.01547
110,28,-0.8,50,4,52,78,4.75624,14.02573,-31.0436,151.60204,0.523,11.34376,-52.94479,29.78294,-4.89424,11.76876,24.8887,8.01472
111,28,-0.8,50,6,22,33,4.66256,13.3334,-30.81702,169.37732,0.4579,12.51007,-51.76792,31.45746,-5.16619,12.81098,26.29126,8.01523
112,28,-0.8,50,6,22,48,4.6805,13.69701,-30.81265,169.22162,0.47428,12.3307,-51.93369,31.47414,-5.06254,12.65859,26.41159,8.01516
113,28,-0.8,50,6,22,78,4.71068,14.10827,-30.96694,159.09729,0.52158,12.03054,-52.81858,31.50205,-4.90701,12.42324,26.59504,8.01499
114,28,-0.8,50,6,52,48,4.56007,13.96927,-30.92061,156.16388,0.53265,11.87758,-52.82799,31.36093,-4.78116,12.28807,26.57977,8.01523
115,28,-0.8,50,6,52,78,4.46157,14.0646,-31.06782,152.15571,0.56864,11.33891,-53.63324,31.26609,-4.61874,11.80448,26.64735,8.01476
116,28,-0.8,50,8,22,33,4.539,13.77503,-30.7306,171.67709,0.49535,12.53816,-52.04859,32.5902,-4.94045,12.87499,27.64975,8.01521
117,28,-0.8,50,8,22,48,4.53921,14.02565,-30.82945,169.09739,0.52076,12.31308,-52.60262,32.59041,-4.85766,12.68758,27.73275,8.01521
118,28,-0.8,50,8,22,78,4.49473,14.22058,-30.88345,158.97808,0.56477,11.88548,-53.2077,32.54764,-4.67075,12.32169,27.87689,8.01515
119,28,-0.8,50,8,52,48,4.59221,13.72284,-30.71955,157.38466,0.48076,11.93219,-51.91572,32.64082,-4.86275,12.27823,27.77807,8.01508
120,28,-0.8,50,8,52,78,4.80134,14.3265,-30.87459,153.75529,0.52434,11.38572,-52.84635,32.83422,-4.85127,11.79226,27.98295,8.01489
121,28,-0.8,75,2,22,33,4.41898,13.84053,-31.09535,169.86119,0.51653,12.02129,-52.46228,28.21413,-4.77689,12.37178,23.43724,8.01885
122,28,-0.8,75,2,22,48,4.4222,13.9219,-31.10047,168.62515,0.52017,11.99083,-52.54358,28.2173,-4.7468,12.34651,23.4705,8.0187
123,28,-0.8,75,2,22,78,4.44052,14.0285,-31.10165,162.46206,0.53038,11.97356,-52.70532,28.23525,-4.68907,12.34224,23.54618,8.01856
124,28,-0.8,75,2,52,48,4.8546,13.86326,-31.17794,159.96109,0.50597,11.47669,-52.79226,28.62245,-5.04589,11.85465,23.57656,8.01594
125,28,-0.8,75,2,52,78,4.87122,14.04178,-31.23001,154.89334,0.51799,11.3475,-53.06359,28.63729,-4.97297,11.74269,23.66432,8.01554
126,28,-0.8,75,4,22,33,4.45876,13.7979,-31.00903,179.29089,0.48086,11.76533,-52.65613,31.26335,-4.84383,12.06598,26.41952,8.01354
127,28,-0.8,75,4,22,48,4.49513,14.03803,-31.01364,175.57757,0.49454,11.72273,-52.81351,31.29863,-4.78046,12.04351,26.51817,8.01363
128,28,-0.8,75,4,22,78,4.56452,14.35534,-31.01666,164.36645,0.52501,11.66699,-53.1137,31.36517,-4.67341,12.0307,26.69176,8.01375
129,28,-0.8,75,4,52,48,4.46885,14.20037,-31.00714,162.62636,0.53619,11.61881,-53.02337,31.27317,-4.62089,12.00132,26.65227,8.01426
130,28,-0.8,75,4,52,78,4.45382,14.28059,-31.13707,156.1905,0.56785,11.39403,-53.80473,31.25854,-4.54874,11.82352,26.7098,8.01418
131,28,-0.8,75,6,22,33,4.45128,14.14195,-30.91891,184.00594,0.52654,12.01404,-53.07766,33.01697,-4.80848,12.35665,28.20849,8.01484
132,28,-0.8,75,6,22,48,4.47704,14.26545,-30.97648,176.90717,0.54889,11.91772,-53.41538,33.04204,-4.75349,12.2911,28.28854,8.015
133,28,-0.8,75,6,22,78,4.47825,14.36478,-31.05143,165.96651,0.58262,11.66265,-53.93949,33.04321,-4.64825,12.08226,28.39496,8.01515
134,28,-0.8,75,6,52,48,4.55881,14.11706,-30.99683,163.97174,0.54255,11.54278,-53.43433,33.12064,-4.73204,11.93663,28.38859,8.01446
135,28,-0.8,75,6,52,78,4.47868,14.20855,-31.09159,158.33182,0.57061,11.15984,-53.88197,33.04363,-4.58683,11.59261,28.4568,8.01456
136,28,-0.8,75,8,22,33,4.32405,14.17314,-30.77549,183.89196,0.52432,12.11433,-52.88874,34.14042,-4.68303,12.43719,29.45739,8.01529
137,28,-0.8,75,8,22,48,4.34155,14.32614,-30.8172,179.10785,0.54869,12.00921,-53.23829,34.15796,-4.62707,12.3661,29.53089,8.01564
138,28,-0.8,75,8,22,78,4.33727,14.50707,-30.84144,166.96523,0.58921,11.6963,-53.68846,34.15368,-4.47538,12.10661,29.6783,8.01593
139,28,-0.8,75,8,52,48,4.49756,14.06856,-30.79223,165.69772,0.53488,11.60785,-53.07088,34.31129,-4.68692,11.98769,29.62437,8.01498
140,28,-0.8,75,8,52,78,4.39323,14.23977,-30.93876,158.21503,0.56923,11.16869,-53.64919,34.20935,-4.49129,11.59264,29.71806,8.01522
141,28,-0.8,100,2,22,33,4.47163,14.13437,-31.23076,177.32973,0.52527,11.24371,-53.15267,29.51496,-4.72663,11.58216,24.78833,8.01437
142,28,-0.8,100,2,22,48,4.48578,14.21456,-31.23201,174.92545,0.52915,11.23844,-53.21285,29.52868,-4.69994,11.58199,24.82875,8.01434
143,28,-0.8,100,2,22,78,4.52136,14.32448,-31.23106,167.64362,0.53839,11.25615,-53.3328,29.56299,-4.65162,11.61141,24.91137,8.01432
144,28,-0.8,100,2,52,48,4.55253,14.15175,-31.21898,163.78113,0.53109,11.05773,-53.19651,29.59283,-4.67165,11.41953,24.92118,8.01455
145,28,-0.8,100,2,52,78,4.57413,14.29933,-31.19039,158.73136,0.53845,11.00341,-53.23451,29.61338,-4.60444,11.37732,25.00894,8.0144
146,28,-0.8,100,4,22,33,4.40874,13.82206,-31.07132,188.73884,0.50065,10.95236,-53.5365,32.46374,-4.77114,11.25939,27.6926,8.01243
147,28,-0.8,100,4,22,48,4.47018,14.02284,-31.07166,182.42717,0.51062,10.96402,-53.63059,32.52385,-4.72794,11.28603,27.79591,8.01259
148,28,-0.8,100,4,22,78,4.55968,14.29109,-31.07024,171.0791,0.52993,10.96768,-53.75657,32.60995,-4.6563,11.31778,27.95364,8.01282
149,28,-0.8,100,4,52,48,4.5479,14.18379,-31.02185,167.71402,0.52213,10.96682,-53.37859,32.59871,-4.64503,11.30452,27.95368,8.01298
150,28,-0.8,100,4,52,78,4.58017,14.41289,-31.09199,162.61242,0.5442,10.87795,-53.72261,32.62941,-4.58513,11.2468,28.04428,8.01321
151,28,-0.8,100,6,22,33,4.06375,14.2342,-30.88472,192.3563,0.54526,11.45274,-53.54502,33.87078,-4.42098,11.77498,29.4498,8.01527
152,28,-0.8,100,6,22,48,4.10026,14.28579,-30.94321,182.03083,0.57035,11.42613,-53.94732,33.90963,-4.38169,11.77981,29.52793,8.01556
153,28,-0.8,100,6,22,78,4.10388,14.31469,-31.06732,171.36673,0.60409,11.20701,-54.66806,33.91346,-4.31598,11.60347,29.59748,8.01589
154,28,-0.8,100,6,52,48,4.24872,14.37882,-30.94627,168.67137,0.56003,11.24918,-53.69738,34.06409,-4.37392,11.60439,29.69017,8.0151
155,28,-0.8,100,6,52,78,4.23799,14.53348,-30.99936,162.45509,0.58626,11.0044,-54.15329,34.05311,-4.27402,11.39373,29.7791,8.01546
156,28,-0.8,100,8,22,33,4.05104,14.19581,-30.7709,192.71331,0.53644,11.45563,-53.24174,35.10656,-4.41861,11.76818,30.68795,8.01553
157,28,-0.8,100,8,22,48,4.07703,14.2843,-30.81788,185.06423,0.55953,11.40599,-53.54756,35.13434,-4.37371,11.748,30.76063,8.01604
158,28,-0.8,100,8,22,78,4.05545,14.37238,-30.9039,172.46469,0.59434,11.09663,-54.04159,35.11129,-4.23938,11.48063,30.87191,8.01649
159,28,-0.8,100,8,52,48,4.13613,14.36992,-30.7251,169.99699,0.54716,11.24513,-53.35164,35.19684,-4.26139,11.57056,30.93545,8.01572
160,28,-0.8,100,8,52,78,4.12215,14.58792,-30.77051,160.01715,0.58085,10.96733,-53.65919,35.18213,-4.11549,11.33265,31.06664,8.01623
1,16,-1.6,37.5,2,22,33,2.5191,10.59813,-32.38843,46.08142,0.37408,10.98804,-56.04763,22.76306,-10.98977,11.36212,11.7733,7.99023
2,16,-1.6,37.5,2,22,48,2.51631,11.53549,-32.36404,47.17081,0.39193,10.88077,-55.34722,22.75825,-10.50142,11.2727,12.25683,7.9859
3,16,-1.6,37.5,2,22,78,2.61091,7.92909,-32.43263,44.9311,0.13781,11.32552,-58.33779,22.91853,-12.70902,11.45393,10.20951,8.00819
4,16,-1.6,37.5,2,52,48,2.48908,10.97875,-32.402,46.33836,0.33241,10.56726,-55.42169,22.711,-10.64997,10.89967,12.06104,7.98201
5,16,-1.6,37.5,2,52,78,2.47106,12.56646,-32.33742,46.51007,0.42769,10.37151,-54.46743,22.67944,-9.80647,10.7992,12.87297,7.97739
6,16,-1.6,37.5,4,22,33,2.53774,9.96603,-31.97868,46.92681,0.35296,11.09907,-56.01911,25.80539,-11.36639,11.45203,14.439,7.99881
7,16,-1.6,37.5,4,22,48,2.52071,11.38484,-31.88472,48.29664,0.39284,10.87113,-54.8968,25.77614,-10.56738,11.26398,15.20877,7.99463
8,16,-1.6,37.5,4,22,78,2.47978,17.76773,-31.34519,52.17341,0.67941,10.26058,-51.28806,25.70505,-7.61171,10.93999,18.09334,7.9889
9,16,-1.6,37.5,4,52,48,2.4393,17.40483,-31.42538,51.90446,0.73864,9.99354,-50.97146,25.63357,-7.55857,10.73218,18.075,7.98851
10,16,-1.6,37.5,4,52,78,2.35995,22.03695,-31.0933,55.9152,0.98089,9.2834,-50.06635,25.48994,-5.57532,10.26429,19.91462,7.98266
11,16,-1.6,37.5,6,22,33,2.58467,8.01761,-31.80945,46.34908,0.29909,11.36866,-57.3123,27.64587,-12.61441,11.66775,15.03147,7.99002
12,16,-1.6,37.5,6,22,48,2.59807,9.07351,-31.71225,47.4925,0.27939,11.16893,-56.26982,27.66834,-11.97503,11.44832,15.69331,7.98581
13,16,-1.6,37.5,6,22,78,2.60337,12.52657,-31.3396,48.00966,0.33402,10.72488,-53.53604,27.67719,-10.10115,11.05799,17.57604,7.97985
14,16,-1.6,37.5,6,52,48,2.51312,18.8532,-30.72719,53.6038,0.77103,9.89705,-50.64125,27.52396,-7.05909,10.66808,20.46487,7.97727
15,16,-1.6,37.5,6,52,78,2.43824,22.74015,-30.37961,57.26736,0.92342,9.21954,-50.84825,27.39259,-5.38995,10.14296,22.00264,8.02309
16,16,-1.6,37.5,8,22,33,2.52204,8.27818,-31.49261,47.13239,0.3254,11.15327,-56.53529,28.78874,-12.28355,11.47867,16.50519,7.97994
17,16,-1.6,37.5,8,22,48,2.5334,9.62338,-31.3131,48.26213,0.30259,10.91745,-55.15913,28.80825,-11.46899,11.22004,17.33926,7.97679
18,16,-1.6,37.5,8,22,78,2.5174,18.59887,-30.0998,53.83557,0.58324,10.17191,-50.6988,28.78074,-7.22193,10.75295,21.55881,8.02251
19,16,-1.6,37.5,8,52,48,2.42551,19.43831,-30.26259,52.29659,0.83056,10.11947,-50.98003,28.61924,-7.01048,10.95003,21.60876,8.02166
20,16,-1.6,37.5,8,52,78,2.36137,23.18346,-29.95626,55.15906,0.92963,9.43316,-50.60381,28.50285,-5.48938,10.36279,23.01348,8.01863
21,16,-1.6,62.5,2,22,33,2.3367,20.22802,-31.42333,57.2936,1.01594,9.96757,-49.9719,24.65513,-6.48757,10.98351,18.16757,7.99401
22,16,-1.6,62.5,2,22,48,2.33734,21.34929,-31.34655,58.8179,1.05174,9.88467,-49.79232,24.65631,-6.10651,10.93641,18.5498,7.99278
23,16,-1.6,62.5,2,22,78,2.34902,22.76906,-31.24075,58.49639,1.07788,9.79527,-49.74678,24.67797,-5.65867,10.87315,19.0193,7.99081
24,16,-1.6,62.5,2,52,48,2.34153,21.20128,-31.28653,57.47763,1.01959,9.68188,-49.34407,24.6641,-5.92522,10.70148,18.73888,7.99445
25,16,-1.6,62.5,2,52,78,2.34603,22.66866,-31.18719,57.59574,1.02885,9.53171,-49.56276,24.67244,-5.4436,10.56056,19.22884,7.99114
26,16,-1.6,62.5,4,22,33,2.32581,20.42222,-30.43507,60.90781,1.09092,9.86198,-50.40867,27.64514,-6.29917,10.9529,21.34596,8.02483
27,16,-1.6,62.5,4,22,48,2.33287,21.96544,-30.29376,61.9806,1.11218,9.74011,-50.37831,27.65831,-5.77488,10.85229,21.88343,8.02364
28,16,-1.6,62.5,4,22,78,2.34049,23.39357,-30.18035,60.36643,1.0974,9.57836,-50.62123,27.67247,-5.30569,10.67576,22.36678,8.02183
29,16,-1.6,62.5,4,52,48,2.31934,22.80051,-30.24078,59.06084,1.11397,9.59684,-50.34691,27.63305,-5.46313,10.71081,22.16992,8.02297
30,16,-1.6,62.5,4,52,78,2.3141,24.13088,-30.17193,58.94642,1.08021,9.38402,-50.68793,27.62323,-5.02572,10.46423,22.59751,8.02082
31,16,-1.6,62.5,6,22,33,2.33886,14.20531,-30.3598,56.94737,0.79814,9.92546,-51.68662,29.43036,-8.52193,10.7236,20.90843,8.02025
32,16,-1.6,62.5,6,22,48,2.36634,19.99285,-29.58404,62.94203,1.00571,9.54769,-50.02233,29.48109,-6.14185,10.5534,23.33924,8.01911
33,16,-1.6,62.5,6,22,78,2.37822,22.38876,-29.31895,63.11926,0.93922,9.27576,-49.87246,29.50284,-5.27688,10.21499,24.22596,8.01739
34,16,-1.6,62.5,6,52,48,2.36325,21.34114,-29.50786,60.27528,1.05718,9.40908,-49.92744,29.47541,-5.68794,10.46626,23.78748,8.01853
35,16,-1.6,62.5,6,52,78,2.35692,23.04823,-29.36255,61.03939,0.96249,9.12763,-50.01116,29.46375,-5.06335,10.09012,24.4004,8.01687
36,16,-1.6,62.5,8,22,33,2.25346,15.18041,-29.74658,57.21531,0.94705,9.89297,-51.22297,30.5182,-8.07106,10.84002,22.44714,8.01695
37,16,-1.6,62.5,8,22,48,2.28137,19.02373,-29.19009,61.16793,1.01862,9.64359,-50.00916,30.57166,-6.53917,10.66221,24.03249,8.01639
38,16,-1.6,62.5,8,22,78,2.28874,21.838,-28.84399,61.34977,0.93857,9.32175,-49.49712,30.58566,-5.48696,10.26033,25.0987,8.01539
39,16,-1.6,62.5,8,52,48,2.26971,21.42661,-29.06327,57.8167,1.10665,9.57602,-49.73018,30.54941,-5.87406,10.68267,24.67535,8.016
40,16,-1.6,62.5,8,52,78,2.25427,23.35617,-28.86371,58.35694,0.98468,9.27456,-49.55544,30.51975,-5.16336,10.25923,25.3564,8.01518
41,16,-1.6,87.5,2,22,33,2.32068,23.18481,-30.79852,66.38428,1.31229,8.92036,-50.60223,26.08653,-4.99979,10.23265,21.08673,7.97679
42,16,-1.6,87.5,2,22,48,2.32837,23.45502,-30.78608,66.13708,1.29374,8.91282,-50.75806,26.10091,-4.93874,10.20656,21.16216,7.97624
43,16,-1.6,87.5,2,22,78,2.34596,23.94785,-30.75536,64.41215,1.26479,8.90528,-51.01195,26.13358,-4.82879,10.17008,21.30479,7.97538
44,16,-1.6,87.5,2,52,48,2.30784,23.50416,-30.8223,63.20791,1.31568,8.71635,-51.03018,26.06244,-4.77983,10.03203,21.28261,7.97523
45,16,-1.6,87.5,2,52,78,2.31918,24.2352,-30.73756,62.17211,1.29722,8.65807,-51.38314,26.08373,-4.5711,9.95529,21.51263,8.0241
46,16,-1.6,87.5,4,22,33,2.25783,23.77695,-29.75977,67.95325,1.39147,8.84617,-50.47004,28.97759,-4.94453,10.23764,24.03305,8.01516
47,16,-1.6,87.5,4,22,48,2.27131,24.15616,-29.73053,66.94861,1.34049,8.83662,-50.54164,29.00345,-4.85928,10.17711,24.14417,8.01489
48,16,-1.6,87.5,4,22,78,2.28959,24.76597,-29.68882,63.6181,1.26952,8.79278,-50.66903,29.03825,-4.70551,10.06231,24.33275,8.01444
49,16,-1.6,87.5,4,52,48,2.27398,23.92765,-29.7301,63.65794,1.3485,8.64304,-50.60236,29.00855,-4.71532,9.99154,24.29323,8.01496
50,16,-1.6,87.5,4,52,78,2.28536,24.61665,-29.68453,61.68589,1.27911,8.5634,-50.74903,29.03023,-4.50996,9.8425,24.52028,8.01444
51,16,-1.6,87.5,6,22,33,2.03638,22.1009,-29.13678,67.25988,1.41792,8.8262,-49.94081,30.29018,-5.07721,10.24412,25.21297,8.0141
52,16,-1.6,87.5,6,22,48,2.07076,22.85239,-29.01856,65.58871,1.31926,8.8505,-49.83862,30.36289,-4.89433,10.16976,25.46856,8.01411
53,16,-1.6,87.5,6,22,78,2.08723,23.83344,-28.90155,63.46212,1.18264,8.74776,-49.78895,30.39729,-4.58517,9.9304,25.81212,8.01398
54,16,-1.6,87.5,6,52,48,2.28961,21.71235,-28.92789,64.18457,1.27518,8.47499,-49.80074,30.79921,-5.10784,9.75017,25.69137,8.01414
55,16,-1.6,87.5,6,52,78,2.28758,22.47483,-28.8588,63.84531,1.12154,8.31603,-49.90235,30.79535,-4.81245,9.43757,25.9829,8.01381
56,16,-1.6,87.5,8,22,33,2.16852,19.66531,-28.66962,65.25787,1.31515,8.841,-49.77891,31.81261,-6.11067,10.15615,25.70194,8.01369
57,16,-1.6,87.5,8,22,48,2.20505,20.57929,-28.50481,64.82345,1.20144,8.84339,-49.52458,31.88516,-5.84315,10.04483,26.04201,8.01389
58,16,-1.6,87.5,8,22,78,2.21498,21.87509,-28.33774,62.28364,1.03424,8.64674,-49.26505,31.90468,-5.3755,9.68098,26.52918,8.01391
59,16,-1.6,87.5,8,52,48,2.20508,21.08,-28.49433,60.14976,1.21521,8.79181,-49.52014,31.88522,-5.67682,10.00702,26.2084,8.01393
60,16,-1.6,87.5,8,52,78,2.20808,22.23812,-28.34285,58.96551,1.04867,8.59436,-49.29629,31.89113,-5.24371,9.64303,26.64742,8.01399
61,20,-1.6,37.5,2,22,33,3.25975,8.26616,-32.53692,50.417,0.31739,12.0112,-57.78924,23.88245,-12.45291,12.32859,11.42954,8.00024
62,20,-1.6,37.5,2,22,48,3.26054,8.70894,-32.54886,51.31783,0.31533,11.92398,-57.29406,23.88351,-12.1741,12.2393,11.70941,7.99536
63,20,-1.6,37.5,2,22,78,3.27618,9.69315,-32.53884,51.54174,0.32485,11.78418,-56.3607,23.90428,-11.61077,12.10862,12.29351,7.98804
64,20,-1.6,37.5,2,52,48,3.08828,12.80521,-32.41233,52.67615,0.57195,11.17909,-54.48539,23.64778,-9.82935,11.75104,13.81843,8.01725
65,20,-1.6,37.5,2,52,78,3.07275,17.24272,-32.19487,55.17382,0.75772,10.69045,-51.44721,23.62588,-7.92015,11.44818,15.70574,8.00822
66,20,-1.6,37.5,4,22,33,2.98227,8.08935,-32.23696,51.62391,0.3102,12.09432,-57.47876,26.50639,-12.19554,12.40452,14.31085,8.00304
67,20,-1.6,37.5,4,22,48,2.97833,9.02422,-32.20829,52.72325,0.32722,11.91826,-56.59834,26.50064,-11.609,12.24548,14.89164,7.99791
68,20,-1.6,37.5,4,22,78,2.94944,11.34673,-32.07842,53.1082,0.42259,11.53067,-54.84214,26.45831,-10.28006,11.95326,16.17825,7.99079
69,20,-1.6,37.5,4,52,48,3.16714,10.18707,-32.17993,51.99416,0.41002,11.31568,-55.46238,26.76758,-11.1343,11.7257,15.63328,7.99092
70,20,-1.6,37.5,4,52,78,3.09399,15.38114,-31.84199,55.71076,0.66514,10.57558,-52.17909,26.6661,-8.48416,11.24072,18.18194,7.98333
71,20,-1.6,37.5,6,22,33,2.98385,9.43094,-31.93247,52.71826,0.49419,12.02341,-56.19172,28.2696,-11.4362,12.5176,16.8334,7.98409
72,20,-1.6,37.5,6,22,48,2.98495,10.60945,-31.84296,54.25943,0.50737,11.82913,-55.27231,28.2712,-10.79528,12.3365,17.47592,7.98124
73,20,-1.6,37.5,6,22,78,2.95954,13.63395,-31.5645,54.62015,0.62389,11.35924,-53.43601,28.23406,-9.2391,11.98313,18.99496,7.9772
74,20,-1.6,37.5,6,52,48,2.98328,10.33049,-31.86491,52.04597,0.36416,11.35993,-54.91571,28.26876,-10.7902,11.72394,17.47856,7.97928
75,20,-1.6,37.5,6,52,78,3.20693,19.88439,-30.95565,60.39048,0.79735,10.39914,-49.99135,28.58272,-6.89128,11.19454,21.69144,8.02391
76,20,-1.6,37.5,8,22,33,2.91691,8.20067,-31.78147,52.61574,0.36919,12.13756,-56.74772,29.42045,-12.05762,12.50675,17.36283,7.97959
77,20,-1.6,37.5,8,22,48,2.94941,9.5864,-31.64048,53.785,0.35344,11.95649,-55.48807,29.46857,-11.28733,12.30927,18.18123,7.97656
78,20,-1.6,37.5,8,22,78,2.9499,14.55663,-31.03245,55.37422,0.49905,11.40775,-52.4376,29.46929,-8.85043,11.9,20.61886,8.02235
79,20,-1.6,37.5,8,52,48,3.16864,10.79218,-31.50504,52.50835,0.46112,11.33199,-54.29609,29.77994,-10.80332,11.79311,18.97663,8.02407
80,20,-1.6,37.5,8,52,78,3.12106,19.12432,-30.64615,59.66312,0.81369,10.43306,-50.51692,29.71424,-7.03377,11.24675,22.68047,8.02027
81,20,-1.6,62.5,2,22,33,2.75783,11.68578,-32.20035,56.27622,0.56358,11.4623,-54.37604,25.37478,-9.85843,12.02588,15.51635,7.99705
82,20,-1.6,62.5,2,22,48,2.7621,12.65852,-32.14221,57.54739,0.59733,11.38415,-53.86791,25.38149,-9.40818,11.98147,15.97331,7.99572
83,20,-1.6,62.5,2,22,78,2.78342,15.34099,-31.93427,58.43314,0.71013,11.21424,-52.14983,25.41488,-8.24711,11.92437,17.16777,7.99355
84,20,-1.6,62.5,2,52,48,2.98336,15.56822,-31.96033,58.12523,0.81322,10.80885,-51.84071,25.71616,-8.3545,11.62208,17.36166,7.991
85,20,-1.6,62.5,2,52,78,2.99403,19.88565,-31.65792,61.26103,1.01785,10.46143,-49.67049,25.73167,-6.70853,11.47928,19.02314,7.98784
86,20,-1.6,62.5,4,22,33,2.97443,13.26987,-31.52658,61.02929,0.75825,11.07852,-53.04623,28.71344,-9.33949,11.83678,19.37395,7.9751
87,20,-1.6,62.5,4,22,48,2.99522,17.99987,-31.00624,65.98267,1.01147,10.75757,-50.52899,28.74368,-7.38531,11.76904,21.35837,8.02395
88,20,-1.6,62.5,4,22,78,3.02617,21.04684,-30.75164,65.97314,1.10864,10.53292,-49.96579,28.78834,-6.33625,11.64155,22.45208,8.02216
89,20,-1.6,62.5,4,52,48,2.94438,20.28237,-30.92296,64.57426,1.2061,10.27605,-49.99249,28.66934,-6.42081,11.48215,22.24854,8.02141
90,20,-1.6,62.5,4,52,78,2.92424,21.39776,-30.87376,64.58254,1.20847,10.03442,-50.255,28.63954,-5.97201,11.24289,22.66753,8.01982
91,20,-1.6,62.5,6,22,33,2.74363,15.16308,-30.75138,64.32016,0.93859,10.85069,-51.88245,30.12357,-8.12461,11.78928,21.99896,8.01928
92,20,-1.6,62.5,6,22,48,2.78271,19.58988,-30.23368,68.5593,1.10327,10.57104,-50.48602,30.18499,-6.43964,11.6743,23.74535,8.01855
93,20,-1.6,62.5,6,22,78,2.8073,22.09694,-30.00662,68.42617,1.07334,10.33306,-50.62975,30.22319,-5.60588,11.4064,24.61732,8.01735
94,20,-1.6,62.5,6,52,48,3.03422,20.68014,-30.13617,66.71658,1.17611,10.24006,-50.11079,30.56078,-6.26595,11.41617,24.29483,8.01824
95,20,-1.6,62.5,6,52,78,3.03924,22.43078,-30.0135,67.42875,1.1028,9.98936,-50.63683,30.56797,-5.66888,11.09216,24.89909,8.01696
96,20,-1.6,62.5,8,22,33,2.87832,15.1743,-30.29045,64.15135,0.99607,10.83484,-51.61898,31.58109,-8.38206,11.83091,23.19904,8.01723
97,20,-1.6,62.5,8,22,48,2.68149,19.30343,-29.72947,68.54444,1.10131,10.63357,-50.49045,31.27346,-6.46855,11.73488,24.80491,8.01693
98,20,-1.6,62.5,8,22,78,2.72034,22.21165,-29.43567,67.91948,1.02484,10.40809,-50.17112,31.33594,-5.55693,11.43009,25.779,8.01618
99,20,-1.6,62.5,8,52,48,2.6587,20.76571,-29.64361,65.01421,1.18645,10.4123,-50.3399,31.23639,-5.92534,11.59876,25.31105,8.01668
100,20,-1.6,62.5,8,52,78,2.67367,22.94652,-29.46788,65.28518,1.06762,10.19346,-50.28828,31.26077,-5.26328,11.26052,25.99749,8.01601
101,20,-1.6,87.5,2,22,33,2.68291,22.48907,-31.24551,71.44383,1.38472,9.88492,-50.01154,26.71644,-5.38454,11.26964,21.3319,8.02299
102,20,-1.6,87.5,2,22,48,2.69176,22.84291,-31.22708,71.24023,1.37601,9.87398,-50.09332,26.73074,-5.29688,11.24999,21.43385,8.02259
103,20,-1.6,87.5,2,22,78,2.71199,23.48404,-31.18454,69.43458,1.36384,9.86052,-50.21966,26.76326,-5.13865,11.22436,21.62461,8.02195
104,20,-1.6,87.5,2,52,48,2.67939,22.45471,-31.24674,69.56663,1.41137,9.51276,-50.04414,26.71073,-5.05957,10.92413,21.65116,8.0232
105,20,-1.6,87.5,2,52,78,2.69432,23.01042,-31.22847,68.10684,1.38524,9.46317,-50.32043,26.73487,-4.91596,10.84841,21.81891,8.0222
106,20,-1.6,87.5,4,22,33,2.63754,21.95021,-30.35428,77.01061,1.46164,9.5842,-50.6095,29.65267,-5.23255,11.04584,24.42012,8.01537
107,20,-1.6,87.5,4,22,48,2.66265,22.51716,-30.3088,75.97537,1.42294,9.59048,-50.83537,29.69382,-5.09921,11.01342,24.5946,8.01517
108,20,-1.6,87.5,4,22,78,2.70102,23.18081,-30.2782,71.88612,1.35467,9.58923,-51.21764,29.75596,-4.96682,10.94389,24.78914,8.01483
109,20,-1.6,87.5,4,52,48,2.65414,23.24526,-30.30955,70.39308,1.4219,9.51119,-50.95514,29.67992,-4.93033,10.93309,24.74959,8.01488
110,20,-1.6,87.5,4,52,78,2.6774,23.85995,-30.30032,67.73214,1.35352,9.47389,-51.33367,29.71781,-4.80033,10.82741,24.91748,8.01453
111,20,-1.6,87.5,6,22,33,2.61973,20.90278,-29.65745,79.23204,1.50597,9.3742,-50.4757,31.38416,-5.40639,10.88017,25.97777,8.01453
112,20,-1.6,87.5,6,22,48,2.68343,21.85858,-29.52767,77.23042,1.40409,9.44408,-50.45761,31.4885,-5.19304,10.84817,26.29546,8.01459
113,20,-1.6,87.5,6,22,78,2.73276,22.91108,-29.441,74.22035,1.2459,9.42071,-50.58317,31.5676,-4.94618,10.66662,26.62143,8.01451
114,20,-1.6,87.5,6,52,48,2.68787,21.83907,-29.48256,73.26036,1.3683,9.24863,-50.47592,31.49568,-4.985,10.61693,26.51067,8.01454
