batchNum,vds,vgs,wg,nfing,gdg,gsg,Pout,PAE,ACPR,Tj,GainComp,Gain,ACPR_2nd,Psat,PBO,Gain_SS,Pdel_dBm,EVM
1,16,-1.6,25,2,22,33,2.57335,8.7936,-32.56647,43.572,0.22416,11.21916,-57.45609,21.0947,-12.03034,11.44332,9.06436,8.008
2,16,-1.6,25,2,22,48,2.56678,9.80348,-32.57704,44.8208,0.23421,11.06614,-56.47687,21.08358,-11.41954,11.29925,9.66404,7.99622
3,16,-1.6,25,2,22,78,2.56061,12.73322,-32.50278,46.68796,0.29723,10.78875,-54.19726,21.07313,-9.86116,11.08184,11.21197,7.97951
4,16,-1.6,25,2,52,48,2.7074,12.00686,-32.49936,45.82948,0.31478,10.4065,-54.53414,21.31522,-10.39885,10.7208,10.91638,8.02102
5,16,-1.6,25,2,52,78,2.67985,22.70565,-31.87592,53.43885,0.70345,9.58397,-49.07031,21.27081,-5.9983,10.2844,15.27251,7.99784
6,16,-1.6,25,4,22,33,2.56111,7.79997,-32.31139,43.5613,0.21638,11.71418,-58.48463,24.08427,-12.76543,11.93056,11.31885,7.99207
7,16,-1.6,25,4,22,48,2.54654,9.1095,-32.29566,44.70741,0.24652,11.41609,-57.28674,24.05951,-11.91564,11.6626,12.14387,7.97888
8,16,-1.6,25,4,22,78,2.48101,13.16325,-32.05745,46.47026,0.42187,10.75542,-54.22172,23.94629,-9.64791,11.17729,14.29837,8.01251
9,16,-1.6,25,4,52,48,2.66297,19.0898,-31.64458,52.19881,0.71081,9.79865,-49.69443,24.25366,-7.15246,10.50947,17.10119,8.00664
10,16,-1.6,25,4,52,78,2.5192,22.71379,-31.46459,55.79377,0.95499,8.86522,-50.04317,24.01262,-5.38423,9.82021,18.62839,7.99407
11,16,-1.6,25,6,22,33,2.60192,8.98434,-32.01958,44.42863,0.29169,11.38406,-56.94597,25.91385,-12.04427,11.67574,13.86958,8.00488
12,16,-1.6,25,6,22,48,2.57343,10.71352,-31.91747,46.30462,0.33561,11.03396,-55.3634,25.86604,-10.99357,11.36957,14.87247,7.99764
13,16,-1.6,25,6,22,78,2.48869,20.05388,-31.13032,52.25661,0.78723,10.05064,-50.17265,25.72063,-6.67392,10.83788,19.04671,7.98893
14,16,-1.6,25,6,52,48,2.51205,11.63702,-31.89147,45.63513,0.37147,10.44554,-54.38211,25.7612,-10.27278,10.81701,15.48842,7.99246
15,16,-1.6,25,6,52,78,2.63683,22.58618,-31.04458,54.42232,0.90442,9.1823,-50.00337,25.97173,-5.83098,10.08671,20.14075,7.98245
16,16,-1.6,25,8,22,33,2.46169,11.0411,-31.66487,45.46472,0.49069,11.26654,-55.25326,26.92263,-10.74132,11.75723,16.18131,7.98774
17,16,-1.6,25,8,22,48,2.42724,13.70751,-31.42805,47.68125,0.59521,10.83884,-53.59597,26.86143,-9.37779,11.43405,17.48365,7.98334
18,16,-1.6,25,8,22,78,2.31531,19.85016,-30.875,51.71379,0.96796,9.87226,-50.8656,26.65639,-6.49711,10.84022,20.15928,7.97835
19,16,-1.6,25,8,52,48,2.67389,11.36227,-31.66365,45.17736,0.41053,10.59452,-54.48283,27.28173,-10.75609,11.00505,16.52564,7.9839
20,16,-1.6,25,8,52,78,2.56484,21.92106,-30.76122,53.34885,0.90706,9.327,-50.21774,27.10089,-6.0749,10.23406,21.026,7.97601
21,16,-1.6,50,2,22,33,2.40977,12.93595,-32.1024,48.99651,0.51417,10.8617,-54.27479,23.81976,-9.70189,11.37587,14.11787,8.01227
22,16,-1.6,50,2,22,48,2.41201,14.3607,-32.01809,49.95843,0.55686,10.75787,-53.56011,23.82378,-9.06273,11.31472,14.76105,8.00995
23,16,-1.6,50,2,22,78,2.41549,20.43884,-31.57759,54.40291,0.82122,10.39934,-49.99506,23.83005,-6.73208,11.22056,17.09797,8.00654
24,16,-1.6,50,2,52,48,2.32918,21.67421,-31.56859,54.92824,1.01102,9.8785,-49.63307,23.67204,-6.04778,10.88952,17.62426,8.00121
25,16,-1.6,50,2,52,78,2.32127,23.42364,-31.46461,55.19915,1.03896,9.65606,-49.67592,23.65725,-5.45635,10.69502,18.2009,7.99651
26,16,-1.6,50,4,22,33,2.40019,12.07889,-31.59265,50.21924,0.51145,10.84092,-54.0988,26.81275,-10.04675,11.35236,16.766,7.98372
27,16,-1.6,50,4,22,48,2.40003,14.83248,-31.32613,52.31793,0.60685,10.6126,-52.77735,26.81247,-8.79641,11.21945,18.01605,7.98147
28,16,-1.6,50,4,22,78,2.39465,22.0198,-30.65678,56.33526,0.91877,10.07092,-50.35655,26.80271,-6.06118,10.98969,20.74153,7.97816
29,16,-1.6,50,4,52,48,2.34341,21.32002,-30.79681,55.15587,0.98011,9.93601,-50.25496,26.70878,-6.19021,10.91611,20.51858,7.97798
30,16,-1.6,50,4,52,78,2.30918,23.73263,-30.60229,56.51602,1.05102,9.52235,-50.38882,26.64488,-5.27934,10.57337,21.36554,8.02465
31,16,-1.6,50,6,22,33,2.38307,13.65685,-30.91376,51.81984,0.76011,10.62708,-53.03099,28.54258,-9.31122,11.38719,19.23136,8.02371
32,16,-1.6,50,6,22,48,2.39364,17.09408,-30.50751,54.7612,0.87071,10.35655,-51.68717,28.56181,-7.87588,11.22726,20.68592,8.0224
33,16,-1.6,50,6,22,78,2.39478,22.03137,-29.99681,57.00095,1.02126,9.89236,-50.57803,28.56387,-6.03252,10.91362,22.53135,8.02035
34,16,-1.6,50,6,52,48,2.34837,22.22615,-30.05767,57.07865,1.11854,9.59739,-50.6205,28.47888,-5.75757,10.71593,22.72131,8.01972
35,16,-1.6,50,6,52,78,2.29993,23.45276,-29.9712,57.84151,1.09894,9.19413,-50.71543,28.38835,-5.13051,10.29307,23.25784,8.01789
36,16,-1.6,50,8,22,33,2.30788,13.33913,-30.49129,52.03803,0.74137,10.64416,-52.83065,29.65273,-9.34517,11.38553,20.30756,8.0197
37,16,-1.6,50,8,22,48,2.32591,16.69365,-30.01526,54.26384,0.81358,10.38067,-51.37049,29.68652,-7.9458,11.19425,21.74073,8.0187
38,16,-1.6,50,8,22,78,2.31881,21.79392,-29.41681,56.5718,0.92109,9.86359,-50.07439,29.67326,-6.01384,10.78468,23.65942,8.01713
39,16,-1.6,50,8,52,48,2.30369,20.88209,-29.5375,56.46248,1.0219,9.64036,-50.17508,29.64484,-6.04962,10.66226,23.59522,8.01741
40,16,-1.6,50,8,52,78,2.25365,22.76045,-29.36497,58.03025,0.97654,9.1798,-50.09186,29.54947,-5.19077,10.15634,24.3587,8.01592
41,16,-1.6,75,2,22,33,2.30163,23.22765,-31.07627,61.71752,1.27303,9.51175,-49.98008,25.38127,-5.41618,10.78478,19.9651,7.98238
42,16,-1.6,75,2,22,48,2.30705,23.66319,-31.04736,61.71386,1.26536,9.48995,-50.07728,25.39149,-5.29722,10.75531,20.09427,7.98165
43,16,-1.6,75,2,22,78,2.31967,24.42324,-30.98671,60.45297,1.25417,9.45925,-50.22462,25.41518,-5.09197,10.71342,20.32321,7.98052
44,16,-1.6,75,2,52,48,2.27268,23.53574,-31.06612,61.25981,1.27375,8.97585,-50.63939,25.3263,-4.88604,10.2496,20.44026,7.9793
45,16,-1.6,75,2,52,78,2.27563,24.1744,-31.03347,60.22501,1.25227,8.88868,-50.97285,25.33193,-4.68442,10.14096,20.64751,7.97767
46,16,-1.6,75,4,22,33,2.28421,22.14336,-30.00282,65.52359,1.27192,9.26694,-50.40203,28.35858,-5.4379,10.53887,22.92068,8.01943
47,16,-1.6,75,4,22,48,2.29782,22.98183,-29.91931,65.29955,1.24182,9.21701,-50.37837,28.38437,-5.18206,10.45883,23.20231,8.01876
48,16,-1.6,75,4,22,78,2.31526,23.78746,-29.86801,62.60008,1.1764,9.13741,-50.54507,28.4172,-4.95522,10.31381,23.46198,8.01771
49,16,-1.6,75,4,52,48,2.27168,23.95019,-29.96213,61.01025,1.26656,9.13141,-50.54563,28.33469,-4.97884,10.39797,23.35585,8.01764
50,16,-1.6,75,4,52,78,2.27132,24.62959,-29.93397,59.72462,1.20453,8.99588,-50.75338,28.334,-4.75194,10.20041,23.58206,8.01664
51,16,-1.6,75,6,22,33,1.93385,20.98794,-29.66384,62.2879,1.37366,9.19929,-50.75096,29.39636,-5.50659,10.57295,23.88977,8.01427
52,16,-1.6,75,6,22,48,1.94491,21.7608,-29.54985,61.36795,1.33296,9.12512,-50.55566,29.42113,-5.21641,10.45808,24.20472,8.01418
53,16,-1.6,75,6,22,78,1.93699,22.38543,-29.46086,59.55465,1.26137,8.92695,-50.4921,29.40339,-4.8819,10.18832,24.52148,8.01397
54,16,-1.6,75,6,52,48,1.90491,21.49761,-29.59074,58.66645,1.38685,8.81594,-50.60875,29.33088,-4.97068,10.20279,24.3602,8.01399
55,16,-1.6,75,6,52,78,1.88199,21.89713,-29.51962,58.3503,1.3246,8.57836,-50.513,29.27829,-4.62173,9.90296,24.65656,8.01379
56,16,-1.6,75,8,22,33,2.12205,19.31826,-29.11066,61.08075,1.2763,9.31805,-50.38251,31.04908,-6.42991,10.59435,24.61917,8.01395
57,16,-1.6,75,8,22,48,2.14094,20.43561,-28.92934,61.19763,1.21786,9.23947,-50.01934,31.08755,-6.02913,10.45733,25.05842,8.01401
58,16,-1.6,75,8,22,78,1.92427,21.61355,-28.76138,59.57197,1.11127,8.98283,-49.7411,30.62416,-5.06466,10.09409,25.55951,8.01392
59,16,-1.6,75,8,52,48,2.16246,20.64499,-28.90216,58.38962,1.2677,9.06989,-49.90522,31.13098,-5.82589,10.33759,25.30509,8.01417
60,16,-1.6,75,8,52,78,2.14826,21.81443,-28.72403,57.974,1.1481,8.83615,-49.63843,31.10238,-5.2886,9.98424,25.81378,8.01408
61,16,-1.6,100,2,22,33,2.28596,23.90586,-30.77997,67.67329,1.47948,8.3665,-51.61241,26.60098,-4.71059,9.84598,21.8904,8.01885
62,16,-1.6,100,2,22,48,2.06349,24.13659,-30.76697,67.03389,1.46392,8.36513,-51.71727,26.15633,-4.20291,9.82905,21.95342,8.01857
63,16,-1.6,100,2,22,78,2.07917,24.55368,-30.73672,64.90232,1.43897,8.36696,-51.87961,26.18919,-4.11768,9.80593,22.07152,8.01813
64,16,-1.6,100,2,52,48,2.30696,24.53078,-30.69205,64.12615,1.43921,8.28713,-51.84019,26.64071,-4.48592,9.72634,22.15479,8.01874
65,16,-1.6,100,2,52,78,2.31655,24.94861,-30.67169,62.73811,1.41041,8.25752,-52.04685,26.65872,-4.38301,9.66794,22.27571,8.01815
66,16,-1.6,100,4,22,33,1.96159,22.44842,-29.83321,68.65505,1.51329,8.25079,-50.82345,28.94668,-4.55241,9.76408,24.39427,8.01272
67,16,-1.6,100,4,22,48,1.97051,22.67095,-29.8041,67.04929,1.47452,8.2337,-50.85173,28.9664,-4.4753,9.70821,24.4911,8.01267
68,16,-1.6,100,4,22,78,1.97553,22.92468,-29.76928,64.0914,1.42086,8.1723,-50.90571,28.97743,-4.34502,9.59315,24.63241,8.01258
69,16,-1.6,100,4,52,48,2.00082,23.55172,-29.74139,63.11706,1.45746,8.19716,-50.85098,29.03267,-4.27317,9.65463,24.7595,8.01272
70,16,-1.6,100,4,52,78,1.99593,23.76787,-29.72119,62.07005,1.40438,8.11044,-50.94063,29.02206,-4.13725,9.51483,24.88481,8.01261
71,16,-1.6,100,6,22,33,1.77943,23.62206,-28.93285,66.44143,1.34992,8.61227,-49.94455,30.28432,-4.40377,9.96218,25.88054,8.0133
72,16,-1.6,100,6,22,48,1.80471,24.0668,-28.85933,63.65759,1.25281,8.66072,-49.86322,30.34559,-4.33661,9.91353,26.00897,8.01351
73,16,-1.6,100,6,22,78,1.81089,24.66559,-28.80825,60.94816,1.12412,8.57149,-49.83665,30.36043,-4.17692,9.69562,26.18351,8.01367
74,16,-1.6,100,6,52,48,1.80987,23.95862,-28.92359,59.47921,1.28016,8.59284,-50.02246,30.35798,-4.33922,9.87299,26.01876,8.01343
75,16,-1.6,100,6,52,78,1.81094,24.49799,-28.865,58.26165,1.165,8.47518,-49.97715,30.36056,-4.15731,9.64018,26.20326,8.0136
76,16,-1.6,100,8,22,33,1.72095,21.52323,-28.44799,63.41951,1.16149,8.75635,-49.69989,31.38858,-5.00833,9.91784,26.38025,8.01332
77,16,-1.6,100,8,22,48,1.72147,22.13878,-28.36416,61.8791,1.0731,8.65585,-49.47811,31.38989,-4.79671,9.72895,26.59318,8.01355
78,16,-1.6,100,8,22,78,1.6798,22.74859,-28.35074,59.07863,0.95442,8.30327,-49.42586,31.28347,-4.47145,9.25768,26.81202,8.01367
79,16,-1.6,100,8,52,48,1.70464,21.5347,-28.41857,57.31339,1.10222,8.59859,-49.66336,31.34724,-4.87463,9.70081,26.47261,8.01362
80,16,-1.6,100,8,52,78,1.66353,22.10715,-28.37852,55.45342,0.98992,8.25139,-49.56585,31.24121,-4.53033,9.24132,26.71088,8.01379
81,20,-1.6,25,2,22,33,3.28794,8.99332,-32.66402,48.74913,0.23329,11.88587,-56.92397,22.15895,-11.98169,12.1121,10.17726,7.98943
82,20,-1.6,25,2,22,48,3.27538,10.04041,-32.67926,50.32714,0.25123,11.71449,-55.89412,22.14232,-11.3472,11.95569,10.79511,7.97848
83,20,-1.6,25,2,22,78,3.26595,14.94557,-32.43631,54.42952,0.42117,11.31588,-52.03216,22.1298,-8.92684,11.72264,13.20296,8.01305
84,20,-1.6,25,2,52,48,3.11163,18.37655,-32.28023,56.67358,0.6567,10.54856,-49.91122,21.91959,-7.32841,11.20198,14.59117,7.99229
85,20,-1.6,25,2,52,78,3.05559,23.14562,-31.99191,60.41963,0.83615,9.88788,-49.31216,21.84066,-5.56885,10.71903,16.2718,8.02348
86,20,-1.6,25,4,22,33,3.23212,8.29567,-32.43092,48.92595,0.35759,12.30591,-57.77312,25.09488,-12.43698,12.6635,12.6579,7.98141
87,20,-1.6,25,4,22,48,3.20193,9.77582,-32.36694,50.523,0.42451,11.98691,-56.40222,25.05412,-11.515,12.41141,13.53912,8.02041
88,20,-1.6,25,4,22,78,3.07594,12.44069,-32.2761,51.95227,0.61738,11.29541,-54.58115,24.87978,-9.87239,11.91279,15.0074,8.00769
89,20,-1.6,25,4,52,48,2.98095,18.87305,-31.98338,56.19147,0.90977,10.43383,-50.69451,24.74354,-7.15524,11.3436,17.5883,7.99256
90,20,-1.6,25,4,52,78,2.72693,20.6976,-31.96634,59.01603,1.18076,9.30457,-50.32334,24.35674,-5.75413,10.48533,18.60262,7.98411
91,20,-1.6,25,6,22,33,3.27042,9.73418,-32.16387,50.06921,0.44933,12.02077,-56.18362,26.90695,-11.61731,12.4701,15.28963,7.99857
92,20,-1.6,25,6,22,48,3.21281,11.36941,-32.08929,52.44415,0.52867,11.64467,-54.95965,26.82976,-10.64452,12.17335,16.18524,7.99288
93,20,-1.6,25,6,22,78,3.04799,14.78601,-31.84265,54.49057,0.79862,10.81715,-52.49734,26.60105,-8.61113,11.61578,17.98992,7.98672
94,20,-1.6,25,6,52,48,3.13933,12.56093,-32.05671,50.76259,0.52384,11.24132,-54.30434,26.72928,-10.01818,11.76517,16.7111,7.98674
95,20,-1.6,25,6,52,78,2.95883,19.79104,-31.63947,56.68988,0.98116,9.93028,-50.47453,26.47212,-6.6706,10.91144,19.80151,7.97775
96,20,-1.6,25,8,22,33,3.16658,9.82952,-31.98534,50.39581,0.51717,12.08724,-56.09773,28.0162,-11.46864,12.60442,16.54756,7.98782
97,20,-1.6,25,8,22,48,3.1243,11.42068,-31.8812,52.18125,0.58464,11.72614,-54.90858,27.95782,-10.54706,12.31078,17.41076,7.98349
98,20,-1.6,25,8,22,78,2.95219,13.81667,-31.673,53.37816,0.79079,10.92493,-53.50955,27.71174,-8.96126,11.71572,18.75048,7.97892
99,20,-1.6,25,8,52,48,2.99969,18.12477,-31.45907,55.10683,0.88545,10.60826,-51.34706,27.78107,-7.49213,11.49371,20.28894,7.97509
100,20,-1.6,25,8,52,78,2.74514,20.41715,-31.32652,59.07035,1.16371,9.43999,-50.44326,27.39594,-5.88766,10.60371,21.50828,8.02093
101,20,-1.6,50,2,22,33,3.116,9.70809,-32.39328,53.38282,0.43954,11.80518,-56.02917,24.93598,-11.40705,12.24472,13.52893,8.01769
102,20,-1.6,50,2,22,48,3.12494,10.24577,-32.37821,53.77093,0.44443,11.74411,-55.55233,24.94841,-11.11589,12.18854,13.83253,8.0152
103,20,-1.6,50,2,22,78,3.13983,11.46458,-32.32695,54.29735,0.47277,11.6286,-54.68154,24.96907,-10.49824,12.10137,14.47083,8.0115
104,20,-1.6,50,2,52,48,2.9822,15.87726,-32.13614,57.15793,0.86497,10.79882,-51.95191,24.74537,-8.25215,11.66379,16.49322,7.99887
105,20,-1.6,50,2,52,78,2.97898,19.57764,-31.92534,59.52164,1.03743,10.42656,-50.10485,24.74067,-6.81782,11.46399,17.92285,7.99428
106,20,-1.6,50,4,22,33,3.07818,9.4948,-32.0268,55.36484,0.46038,11.66708,-55.62883,27.89325,-11.43509,12.12746,16.45816,7.98578
107,20,-1.6,50,4,22,48,3.09171,10.69455,-31.93816,56.32417,0.48662,11.54124,-54.75865,27.91229,-10.79843,12.02786,17.11387,7.98338
108,20,-1.6,50,4,22,78,3.11152,14.3324,-31.61302,57.12223,0.63393,11.2148,-52.87394,27.94003,-9.06107,11.84873,18.87896,7.97976
109,20,-1.6,50,4,52,48,2.99386,16.33549,-31.5414,57.96269,0.88357,10.82264,-51.86562,27.77261,-8.10511,11.7062,19.6675,7.9768
110,20,-1.6,50,4,52,78,2.94389,20.29895,-31.23007,61.26845,1.0979,10.26955,-50.21323,27.69952,-6.4786,11.36745,21.22092,8.02386
111,20,-1.6,50,6,22,33,2.80389,13.02331,-31.32592,58.10098,0.75671,11.47077,-53.52546,29.24882,-9.37808,12.22748,19.87074,8.02253
112,20,-1.6,50,6,22,48,2.81103,15.1285,-31.09825,60.13983,0.8142,11.26061,-52.63107,29.25986,-8.46254,12.07481,20.79732,8.02143
113,20,-1.6,50,6,22,78,2.80087,19.18062,-30.69376,61.63296,0.96933,10.79842,-51.32019,29.24414,-6.81639,11.76775,22.42774,8.01972
114,20,-1.6,50,6,52,48,3.07583,15.4714,-31.04295,58.3332,0.83732,10.81587,-52.00587,29.65084,-8.46533,11.65319,21.18551,8.0215
115,20,-1.6,50,6,52,78,3.04213,20.54919,-30.57223,63.14578,1.04536,10.21381,-50.29699,29.60299,-6.3794,11.25917,23.22359,8.01936
116,20,-1.6,50,8,22,33,2.99803,10.62724,-31.19821,57.23492,0.58072,11.6129,-54.31321,30.78897,-10.78358,12.19362,20.00538,8.0209
117,20,-1.6,50,8,22,48,2.78433,12.96087,-30.86461,58.6271,0.59875,11.42628,-52.79688,30.46781,-9.31087,12.02503,21.15694,8.01974
118,20,-1.6,50,8,22,78,2.7926,20.11205,-29.99352,63.09647,0.83811,10.8056,-50.66948,30.48068,-6.44671,11.63886,24.03397,8.01791
119,20,-1.6,50,8,52,48,3.02787,12.67625,-30.8872,56.32355,0.61193,10.94671,-52.64072,30.83198,-9.56229,11.55864,21.26969,8.0194
120,20,-1.6,50,8,52,78,3.00825,20.58131,-29.96015,64.51711,0.89852,10.19196,-50.52617,30.80374,-6.21749,11.08991,24.58625,8.01746
121,20,-1.6,75,2,22,33,2.9924,19.9398,-31.45509,69.87099,1.1846,10.23583,-49.3042,26.5211,-6.4216,11.42043,20.0995,7.98415
122,20,-1.6,75,2,22,48,3.0044,20.62681,-31.4073,70.29237,1.19494,10.19404,-49.31461,26.53849,-6.20152,11.38897,20.33697,7.9833
123,20,-1.6,75,2,22,78,3.03347,21.57902,-31.3367,69.12249,1.19681,10.14899,-49.45335,26.58032,-5.92648,11.34579,20.65383,7.98198
124,20,-1.6,75,2,52,48,2.95861,21.56768,-31.44631,67.12564,1.26706,9.93396,-49.65995,26.47179,-5.87552,11.20103,20.59626,7.97928
125,20,-1.6,75,2,52,78,2.97176,22.54754,-31.39267,66.28061,1.2637,9.82942,-49.81753,26.49104,-5.56994,11.09312,20.92111,7.97757
126,20,-1.6,75,4,22,33,2.92074,20.49355,-30.65172,71.92714,1.32507,10.13536,-50.13933,29.42615,-6.29558,11.46043,23.13057,8.01851
127,20,-1.6,75,4,22,48,2.67344,21.14248,-30.6056,71.4039,1.3002,10.10305,-50.34636,29.04191,-5.69775,11.40326,23.34416,8.01803
128,20,-1.6,75,4,22,78,2.69581,22.10345,-30.53727,68.53624,1.26872,10.02276,-50.67712,29.07811,-5.40144,11.29147,23.67667,8.01728
129,20,-1.6,75,4,52,48,2.95026,22.2304,-30.45611,69.81944,1.2764,9.79657,-50.32402,29.46981,-5.56449,11.07297,23.90532,8.01772
130,20,-1.6,75,4,52,78,2.95678,23.00289,-30.44666,68.21621,1.22063,9.66325,-50.92379,29.47941,-5.32838,10.88388,24.15103,8.0167
131,20,-1.6,75,6,22,33,2.64158,18.56297,-30.24892,71.67505,1.33828,10.08369,-50.90641,30.75076,-6.52046,11.42197,24.23031,8.01563
132,20,-1.6,75,6,22,48,2.67976,20.01865,-30.0729,71.4054,1.31791,10.01502,-50.89403,30.81309,-6.02174,11.33293,24.79135,8.01548
133,20,-1.6,75,6,22,78,2.69719,21.37558,-29.9293,69.70536,1.24537,9.84495,-50.95252,30.84124,-5.51267,11.09031,25.32857,8.01514
134,20,-1.6,75,6,52,48,2.62012,20.50814,-30.16818,65.67829,1.37292,9.89167,-51.08493,30.71534,-5.8656,11.26459,24.84974,8.01494
135,20,-1.6,75,6,52,78,2.60547,21.14941,-30.09428,65.27089,1.3053,9.68884,-51.33568,30.69099,-5.5169,10.99414,25.17408,8.01478
136,20,-1.6,75,8,22,33,2.52358,17.94016,-29.91393,67.49253,1.29032,10.32846,-51.58033,31.80169,-6.91233,11.61879,24.88936,8.01453
137,20,-1.6,75,8,22,48,2.56329,19.1667,-29.7137,67.54192,1.2529,10.3118,-51.23532,31.8695,-6.50555,11.56469,25.36395,8.01479
138,20,-1.6,75,8,22,78,2.58018,20.68219,-29.49958,65.77365,1.17615,10.12199,-50.90092,31.89802,-5.93567,11.29814,25.96235,8.01493
139,20,-1.6,75,8,52,48,2.84176,19.55709,-29.5336,67.22515,1.29484,9.81828,-50.63817,32.31739,-6.3173,11.11312,26.00009,8.01477
140,20,-1.6,75,8,52,78,2.56072,20.9923,-29.35966,67.0782,1.18863,9.55271,-50.47595,31.86513,-5.25383,10.74134,26.6113,8.01467
141,20,-1.6,100,2,22,33,2.69809,22.84181,-31.14017,75.73366,1.49759,9.27727,-50.56979,27.32087,-5.00131,10.77485,22.31956,8.01858
142,20,-1.6,100,2,22,48,2.71102,23.08995,-31.13071,74.9784,1.48208,9.28098,-50.70101,27.34162,-4.95583,10.76306,22.38579,8.01832
143,20,-1.6,100,2,22,78,2.73775,23.53738,-31.1067,72.4706,1.45773,9.29091,-50.92442,27.38424,-4.87316,10.74864,22.51107,8.01791
144,20,-1.6,100,2,52,48,2.67874,22.90578,-31.21937,70.65658,1.50288,9.09048,-50.91053,27.2896,-4.88529,10.59336,22.40431,8.01781
145,20,-1.6,100,2,52,78,2.69281,23.3349,-31.20547,69.09018,1.47941,9.05623,-51.14772,27.31236,-4.77895,10.53564,22.53341,8.01728
146,20,-1.6,100,4,22,33,2.61511,21.56352,-30.33572,78.9159,1.54384,9.10357,-51.0325,30.1955,-5.18764,10.6474,25.00786,8.0133
147,20,-1.6,100,4,22,48,2.64233,21.99298,-30.29403,77.02171,1.50549,9.11677,-51.24279,30.24047,-5.08444,10.62226,25.15603,8.01327
148,20,-1.6,100,4,22,78,2.67398,22.45651,-30.26009,73.277,1.44376,9.1109,-51.53066,30.29219,-4.96959,10.55466,25.3226,8.01323
149,20,-1.6,100,4,52,48,2.66268,22.71367,-30.2386,72.27622,1.49964,9.00947,-51.30506,30.27379,-4.86096,10.50911,25.41283,8.0133
150,20,-1.6,100,4,52,78,2.6779,23.11375,-30.22607,70.78464,1.4368,8.97814,-51.56229,30.29854,-4.75297,10.41494,25.54557,8.01324
151,20,-1.6,100,6,22,33,2.30824,21.69486,-29.84203,72.92754,1.40895,9.53031,-51.57321,31.41433,-5.39825,10.93926,26.01608,8.01352
152,20,-1.6,100,6,22,48,2.12429,22.25385,-29.75753,69.95721,1.35214,9.58294,-51.46131,31.05364,-4.85269,10.93507,26.20096,8.01384
153,20,-1.6,100,6,22,78,2.137,22.90463,-29.68237,67.07277,1.2693,9.51537,-51.38243,31.07957,-4.65067,10.78467,26.42889,8.01419
154,20,-1.6,100,6,52,48,2.3857,22.76852,-29.67111,67.04727,1.38718,9.39408,-51.26788,31.55766,-5.0049,10.78127,26.55276,8.01385
155,20,-1.6,100,6,52,78,2.39734,23.23523,-29.62425,65.55383,1.28915,9.31837,-51.27507,31.57882,-4.85891,10.60753,26.71991,8.01417
156,20,-1.6,100,8,22,33,2.0207,20.35955,-29.27624,70.93577,1.21877,9.6649,-51.21172,32.08592,-5.28493,10.88368,26.80098,8.01396
157,20,-1.6,100,8,22,48,2.01568,20.9253,-29.21738,69.15969,1.15632,9.54047,-51.08643,32.07513,-5.07056,10.69678,27.00456,8.01424
158,20,-1.6,100,8,22,78,2.18199,21.62981,-29.18278,66.07228,1.08292,9.15529,-50.99901,32.41944,-5.12867,10.23202,27.29077,8.01447
159,20,-1.6,100,8,52,48,2.31181,20.57495,-29.10799,67.00581,1.25614,9.34111,-50.75799,32.67043,-5.34968,10.59725,27.32075,8.01413
160,20,-1.6,100,8,52,78,2.2776,21.26448,-29.05107,64.90618,1.14432,9.04092,-50.68112,32.60567,-4.98602,10.18524,27.61965,8.01442
1,24,-1.6,25,2,22,33,3.7508,8.60316,-32.73287,53.35624,0.38705,12.76556,-57.47312,22.73094,-12.00614,13.15261,10.7248,7.98697
2,24,-1.6,25,2,22,48,3.74461,9.40504,-32.7585,54.96394,0.40249,12.61242,-56.74814,22.72376,-11.53565,13.01474,11.18811,7.97695
3,24,-1.6,25,2,22,78,3.74881,11.2977,-32.6881,56.48649,0.4595,12.35034,-55.16919,22.72863,-10.50785,12.80781,12.22079,8.01244
4,24,-1.6,25,2,52,48,3.32158,18.90397,-32.47512,61.22034,1.07944,10.78922,-51.26725,22.20315,-6.92709,11.86866,15.27606,8.00694
5,24,-1.6,25,2,52,78,3.54635,21.69316,-32.40089,63.00434,1.19751,10.17972,-50.6376,22.48751,-6.20244,11.37722,16.28508,7.99649
6,24,-1.6,25,4,22,33,3.73241,8.88686,-32.50317,54.8079,0.41547,12.74003,-56.91136,25.71989,-11.82636,13.1555,13.89354,8.01951
7,24,-1.6,25,4,22,48,3.68711,10.66484,-32.48836,56.97726,0.50987,12.4007,-55.68355,25.66686,-10.79531,12.91057,14.87155,8.00889
8,24,-1.6,25,4,22,78,3.48664,13.40586,-32.41156,58.9764,0.75353,11.64294,-53.84526,25.42407,-9.11182,12.39647,16.31225,7.99785
9,24,-1.6,25,4,52,48,3.86807,10.77258,-32.5176,56.63178,0.49962,11.47006,-55.13354,25.87494,-10.75738,11.96969,15.11755,8.00038
10,24,-1.6,25,4,52,78,3.60335,18.16047,-32.20379,64.68857,1.02333,10.12209,-50.10587,25.56707,-6.95745,11.14542,18.60961,7.98676
11,24,-1.6,25,6,22,33,3.71663,10.0761,-32.32076,55.32833,0.55101,12.82289,-56.1597,27.46241,-11.24355,13.37389,16.21886,7.99358
12,24,-1.6,25,6,22,48,3.68482,12.00013,-32.26632,57.93733,0.6436,12.47488,-55.1273,27.42507,-10.26086,13.11848,17.16422,7.98698
13,24,-1.6,25,6,22,78,3.49302,14.15567,-32.17678,58.41045,0.86149,11.67972,-53.93205,27.19292,-8.91929,12.54122,18.27363,7.98085
14,24,-1.6,25,6,52,48,3.51896,15.12073,-32.15781,59.10915,0.88995,11.19856,-52.77001,27.22505,-8.48084,12.08851,18.74421,7.97929
